id,text,,doccano_art_id,sentence_id,current_sentence_section,previous_sentence_section,previous_sentence,next_sentence_section,next_sentence,label,Comments
2574,"In leaving this section, let us note that Takita (2015: 14) proposed the revised Case condition on ellipsis, which states that a DP must be Caselicensed in the ellipsis site by a head identical to the corresponding head that Case-licenses the correlating DP in the antecedent.",431,4,149,(30) ..[ antecedent constituent A' ] ...[ ellipsis constituent,(30) ..[ antecedent constituent A' ] ...[ ellipsis constituent,"For example, in (35a) neither jackets nor with swastikas inside the VP of the ellipsis clause matches with on jackets and signs in terms of case/Case feature, thereby inviting a violation of the syntactic isomorphism on ellipsis.",(30) ..[ antecedent constituent A' ] ...[ ellipsis constituent,"Simply speaking, Takita (ibid.)",NC,
2575,"Simply speaking, Takita (ibid.)",432,4,150,(30) ..[ antecedent constituent A' ] ...[ ellipsis constituent,(30) ..[ antecedent constituent A' ] ...[ ellipsis constituent,"In leaving this section, let us note that Takita (2015: 14) proposed the revised Case condition on ellipsis, which states that a DP must be Caselicensed in the ellipsis site by a head identical to the corresponding head that Case-licenses the correlating DP in the antecedent.",(30) ..[ antecedent constituent A' ] ...[ ellipsis constituent,argues that a Case-licensing head rather than the Case/case form of a DP determined by it is critical in meeting the syntactic isomorphism on ellipsis.,NC,
2576,argues that a Case-licensing head rather than the Case/case form of a DP determined by it is critical in meeting the syntactic isomorphism on ellipsis.,433,4,151,(30) ..[ antecedent constituent A' ] ...[ ellipsis constituent,(30) ..[ antecedent constituent A' ] ...[ ellipsis constituent,"Simply speaking, Takita (ibid.)",(30) ..[ antecedent constituent A' ] ...[ ellipsis constituent,Takita's analysis works fine for (37b).,NC,
2577,Takita's analysis works fine for (37b).,434,4,152,(30) ..[ antecedent constituent A' ] ...[ ellipsis constituent,(30) ..[ antecedent constituent A' ] ...[ ellipsis constituent,argues that a Case-licensing head rather than the Case/case form of a DP determined by it is critical in meeting the syntactic isomorphism on ellipsis.,(30) ..[ antecedent constituent A' ] ...[ ellipsis constituent,"Since in (37b) the same verb flirt Case-licenses Ryan and its correlate Ben with the realization of the preposition with, it meets the revised Case condition on ellipsis.",NC,
2578,"Since in (37b) the same verb flirt Case-licenses Ryan and its correlate Ben with the realization of the preposition with, it meets the revised Case condition on ellipsis.",435,4,153,(30) ..[ antecedent constituent A' ] ...[ ellipsis constituent,(30) ..[ antecedent constituent A' ] ...[ ellipsis constituent,Takita's analysis works fine for (37b).,(30) ..[ antecedent constituent A' ] ...[ ellipsis constituent,"To rule out (37a), however, Takita has to say that the verb flirt in the ellipsis clause is different from the verb flirt in the antecedent clause.",NC,
2579,"To rule out (37a), however, Takita has to say that the verb flirt in the ellipsis clause is different from the verb flirt in the antecedent clause.",436,4,154,(30) ..[ antecedent constituent A' ] ...[ ellipsis constituent,(30) ..[ antecedent constituent A' ] ...[ ellipsis constituent,"Since in (37b) the same verb flirt Case-licenses Ryan and its correlate Ben with the realization of the preposition with, it meets the revised Case condition on ellipsis.",(30) ..[ antecedent constituent A' ] ...[ ellipsis constituent,"Unlike Takita's analysis, we have argued that the Case/case form of a DP matters for ellipsis.",NC,
2580,"Unlike Takita's analysis, we have argued that the Case/case form of a DP matters for ellipsis.",437,4,155,(30) ..[ antecedent constituent A' ] ...[ ellipsis constituent,(30) ..[ antecedent constituent A' ] ...[ ellipsis constituent,"To rule out (37a), however, Takita has to say that the verb flirt in the ellipsis clause is different from the verb flirt in the antecedent clause.",Consequences,If causative and unaccusatives also differ in their v (cf.,POS,
2581,If causative and unaccusatives also differ in their v (cf.,438,4,156,Consequences,(30) ..[ antecedent constituent A' ] ...[ ellipsis constituent,"Unlike Takita's analysis, we have argued that the Case/case form of a DP matters for ellipsis.",Consequences,"Chomsky (1995) Why is there a contrast between passives, on the one hand, and unaccusatives and middles, on the other hand?",NC,
2582,"Chomsky (1995) Why is there a contrast between passives, on the one hand, and unaccusatives and middles, on the other hand?",439,4,157,Consequences,Consequences,If causative and unaccusatives also differ in their v (cf.,Consequences,"We saw that passive-active alternation (i.e., voice mismatch) in the antecedent and ellipsis pair is permissible in a cause/effect relation.",NC,
2583,"We saw that passive-active alternation (i.e., voice mismatch) in the antecedent and ellipsis pair is permissible in a cause/effect relation.",440,4,158,Consequences,Consequences,"Chomsky (1995) Why is there a contrast between passives, on the one hand, and unaccusatives and middles, on the other hand?",Consequences,"However, neither causative-unaccusative nor transitive-middle alternation in the antecedent and ellipsis pair is allowed.",NC,
2584,"However, neither causative-unaccusative nor transitive-middle alternation in the antecedent and ellipsis pair is allowed.",441,4,159,Consequences,Consequences,"We saw that passive-active alternation (i.e., voice mismatch) in the antecedent and ellipsis pair is permissible in a cause/effect relation.",Consequences,"We suggest on the basis of the following do so replacement that in English, passives involve syntactic movement, but neither unaccusatives nor middles do so.",NC,
2585,"We suggest on the basis of the following do so replacement that in English, passives involve syntactic movement, but neither unaccusatives nor middles do so.",442,4,160,Consequences,Consequences,"However, neither causative-unaccusative nor transitive-middle alternation in the antecedent and ellipsis pair is allowed.",Consequences,"%John told Steve to hang the horseshoe over the door, and it does so now.",POS,
2586,"%John told Steve to hang the horseshoe over the door, and it does so now.",443,4,161,Consequences,Consequences,"We suggest on the basis of the following do so replacement that in English, passives involve syntactic movement, but neither unaccusatives nor middles do so.",Consequences,"%I was told that this new peanut butter spreads very easily, and I am very excited to do so.",NC,
2587,"%I was told that this new peanut butter spreads very easily, and I am very excited to do so.",444,4,162,Consequences,Consequences,"%John told Steve to hang the horseshoe over the door, and it does so now.",Consequences,"((12a-d) from Thompson (2012)) c. %Mary claimed that I closed the door, but it actually did so on its own.",NC,
2588,"((12a-d) from Thompson (2012)) c. %Mary claimed that I closed the door, but it actually did so on its own.",445,4,163,Consequences,Consequences,"%I was told that this new peanut butter spreads very easily, and I am very excited to do so.",Consequences,(from Thompson ( 2012)) The contrast between ( 44) and ( 45) can be accounted for by the assumption that the VPreplacing anaphor so (while the light verb do of do so occupies the little v position (cf.,NC,
2589,(from Thompson ( 2012)) The contrast between ( 44) and ( 45) can be accounted for by the assumption that the VPreplacing anaphor so (while the light verb do of do so occupies the little v position (cf.,446,4,164,Consequences,Consequences,"((12a-d) from Thompson (2012)) c. %Mary claimed that I closed the door, but it actually did so on its own.",Consequences,"Stroik (2001), among others) cannot replace a VP that contains a gap left behind by A or A'-movement.",NC,
2590,"Stroik (2001), among others) cannot replace a VP that contains a gap left behind by A or A'-movement.",447,4,165,Consequences,Consequences,(from Thompson ( 2012)) The contrast between ( 44) and ( 45) can be accounted for by the assumption that the VPreplacing anaphor so (while the light verb do of do so occupies the little v position (cf.,Consequences,"This account implies that passive verbs are potentially transitive verbs, thus being able to meet the identity condition on ellipsis with transitive verbs.",NC,
2591,"This account implies that passive verbs are potentially transitive verbs, thus being able to meet the identity condition on ellipsis with transitive verbs.",448,4,166,Consequences,Consequences,"Stroik (2001), among others) cannot replace a VP that contains a gap left behind by A or A'-movement.",Consequences,"However, unaccusative and middle verbs are in fact intransitive verbs, thus not being able to meet the identity condition on ellipsis with causative or transitive verbs.",NC,
2592,"However, unaccusative and middle verbs are in fact intransitive verbs, thus not being able to meet the identity condition on ellipsis with causative or transitive verbs.",449,4,167,Consequences,Consequences,"This account implies that passive verbs are potentially transitive verbs, thus being able to meet the identity condition on ellipsis with transitive verbs.",Consequences,"This is how we account for the unacceptability of ( 38), (42), and (43).",NC,
2593,"This is how we account for the unacceptability of ( 38), (42), and (43).",450,4,168,Consequences,Consequences,"However, unaccusative and middle verbs are in fact intransitive verbs, thus not being able to meet the identity condition on ellipsis with causative or transitive verbs.",Consequences,All these examples are ruled out independently of Case/case mismatch but because of verb-type mismatch between intransitive and causative/transitive verbs.,NC,
2594,All these examples are ruled out independently of Case/case mismatch but because of verb-type mismatch between intransitive and causative/transitive verbs.,451,4,169,Consequences,Consequences,"This is how we account for the unacceptability of ( 38), (42), and (43).",Consequences,There is an additional alternation between an implicit argument-taking verb and its passive variant in an antecedent and ellipsis pair.,NC,
2595,There is an additional alternation between an implicit argument-taking verb and its passive variant in an antecedent and ellipsis pair.,452,4,170,Consequences,Consequences,All these examples are ruled out independently of Case/case mismatch but because of verb-type mismatch between intransitive and causative/transitive verbs.,Consequences,"This mismatch is not allowed, as follows: ( We assume that the implicit argument selected by verbs such as eat, win, and read implicitly carries Accusative-like inherent case.",NC,
2596,"This mismatch is not allowed, as follows: ( We assume that the implicit argument selected by verbs such as eat, win, and read implicitly carries Accusative-like inherent case.",453,4,171,Consequences,Consequences,There is an additional alternation between an implicit argument-taking verb and its passive variant in an antecedent and ellipsis pair.,Consequences,"This inherent case is lexically assigned by such verbs to the implicit argument in-situ within VP without moving to [Spec, vP].",NC,
2597,"This inherent case is lexically assigned by such verbs to the implicit argument in-situ within VP without moving to [Spec, vP].",454,4,172,Consequences,Consequences,"This mismatch is not allowed, as follows: ( We assume that the implicit argument selected by verbs such as eat, win, and read implicitly carries Accusative-like inherent case.",Consequences,This assumption accounts for the contrast in acceptability between ( 46) and (47).,NC,
2598,This assumption accounts for the contrast in acceptability between ( 46) and (47).,455,4,173,Consequences,Consequences,"This inherent case is lexically assigned by such verbs to the implicit argument in-situ within VP without moving to [Spec, vP].",Consequences,"In ( 46), the lexical-case-carrying implicit argument within the VP of the antecedent clause cannot meet a Case/case match with the complement of the passive verb within that of the ellipsis clause.",NC,
2599,"In ( 46), the lexical-case-carrying implicit argument within the VP of the antecedent clause cannot meet a Case/case match with the complement of the passive verb within that of the ellipsis clause.",456,4,174,Consequences,Consequences,This assumption accounts for the contrast in acceptability between ( 46) and (47).,Consequences,"In (47), by contrast, the whsurvivor/remnant in the ellipsis clause and its correlate implicit argument in the antecedent clause are understood to carry the same feature of Case/case, meeting syntactic isomorphism on ellipsis.",NC,
2600,"In (47), by contrast, the whsurvivor/remnant in the ellipsis clause and its correlate implicit argument in the antecedent clause are understood to carry the same feature of Case/case, meeting syntactic isomorphism on ellipsis.",457,4,175,Consequences,Consequences,"In ( 46), the lexical-case-carrying implicit argument within the VP of the antecedent clause cannot meet a Case/case match with the complement of the passive verb within that of the ellipsis clause.",Conclusion,"In this paper, we first started with reviewing Merchant's (2008) analysis of voice mismatch in ellipsis constructions and Tanaka's (2011) reply to this analysis.",NC,
2601,"In this paper, we first started with reviewing Merchant's (2008) analysis of voice mismatch in ellipsis constructions and Tanaka's (2011) reply to this analysis.",458,4,176,Conclusion,Consequences,"In (47), by contrast, the whsurvivor/remnant in the ellipsis clause and its correlate implicit argument in the antecedent clause are understood to carry the same feature of Case/case, meeting syntactic isomorphism on ellipsis.",Conclusion,We took Tanaka's rebuttal of Merchant's dichotomy in voice mismatch between VP and Pseudogapping to be valid.,FACT,
2602,We took Tanaka's rebuttal of Merchant's dichotomy in voice mismatch between VP and Pseudogapping to be valid.,459,4,177,Conclusion,Conclusion,"In this paper, we first started with reviewing Merchant's (2008) analysis of voice mismatch in ellipsis constructions and Tanaka's (2011) reply to this analysis.",Conclusion,"Departing from Kehler's (2000) insight that the distinction between resemblance vs. cause/effect discourse coherence relations rather than between VP and Pseudogapping come into place in apparent voice mismatch, we argued that VP undergoes ellipsis in a resemblance relation, whereas vP does so in a cause/effect relation.",POS,
2603,"Departing from Kehler's (2000) insight that the distinction between resemblance vs. cause/effect discourse coherence relations rather than between VP and Pseudogapping come into place in apparent voice mismatch, we argued that VP undergoes ellipsis in a resemblance relation, whereas vP does so in a cause/effect relation.",460,4,178,Conclusion,Conclusion,We took Tanaka's rebuttal of Merchant's dichotomy in voice mismatch between VP and Pseudogapping to be valid.,Conclusion,"Given the different sizes of ellipsis interacting with discourse relations, we went further to argue that apparent voice mismatch in VP ellipsis is attributed to the fact that structural Accusative Case is checked not within the VP domain that undergoes ellipsis.",POS,
2604,"Given the different sizes of ellipsis interacting with discourse relations, we went further to argue that apparent voice mismatch in VP ellipsis is attributed to the fact that structural Accusative Case is checked not within the VP domain that undergoes ellipsis.",461,4,179,Conclusion,Conclusion,"Departing from Kehler's (2000) insight that the distinction between resemblance vs. cause/effect discourse coherence relations rather than between VP and Pseudogapping come into place in apparent voice mismatch, we argued that VP undergoes ellipsis in a resemblance relation, whereas vP does so in a cause/effect relation.",Conclusion,"Thus, the object element in the ellipsis clause and the subject element in the antecedent clause, or vice versus, count as identical within a VP in terms of Case feature, meeting the identity condition on ellipsis.",POS,
2605,"Thus, the object element in the ellipsis clause and the subject element in the antecedent clause, or vice versus, count as identical within a VP in terms of Case feature, meeting the identity condition on ellipsis.",462,4,180,Conclusion,Conclusion,"Given the different sizes of ellipsis interacting with discourse relations, we went further to argue that apparent voice mismatch in VP ellipsis is attributed to the fact that structural Accusative Case is checked not within the VP domain that undergoes ellipsis.",Conclusion,"Unlike structural Case, however, a difference in case feature or argument structure (or verb type) within a VP always invites a violation of identity in ellipsis.",POS,
2606,"Unlike structural Case, however, a difference in case feature or argument structure (or verb type) within a VP always invites a violation of identity in ellipsis.",463,4,181,Conclusion,Conclusion,"Thus, the object element in the ellipsis clause and the subject element in the antecedent clause, or vice versus, count as identical within a VP in terms of Case feature, meeting the identity condition on ellipsis.",Conclusion,"In addition, Case/case mismatch in the case of an elision of a larger constituent such as TP under Sluicing was shown to induce fatal effects on the acceptability of sentences involving such a type of ellipsis.",POS,
2607,"In addition, Case/case mismatch in the case of an elision of a larger constituent such as TP under Sluicing was shown to induce fatal effects on the acceptability of sentences involving such a type of ellipsis.",464,4,182,Conclusion,Conclusion,"Unlike structural Case, however, a difference in case feature or argument structure (or verb type) within a VP always invites a violation of identity in ellipsis.",,,POS,
2608,"Due to the ability of encoding and mapping semantic information into a highdimensional latent feature space, neural networks have been successfully used for detecting events to a certain extent.",465,5,0,abstract,,,abstract,"However, such a feature space can be easily contaminated by spurious features inherent in event detection.",NC,
2609,"However, such a feature space can be easily contaminated by spurious features inherent in event detection.",466,5,1,abstract,abstract,"Due to the ability of encoding and mapping semantic information into a highdimensional latent feature space, neural networks have been successfully used for detecting events to a certain extent.",abstract,"In this paper, we propose a self-regulated learning approach by utilizing a generative adversarial network to generate spurious features.",NC,
2610,"In this paper, we propose a self-regulated learning approach by utilizing a generative adversarial network to generate spurious features.",467,5,2,abstract,abstract,"However, such a feature space can be easily contaminated by spurious features inherent in event detection.",abstract,"On the basis, we employ a recurrent network to eliminate the fakes.",FACT,
2611,"On the basis, we employ a recurrent network to eliminate the fakes.",468,5,3,abstract,abstract,"In this paper, we propose a self-regulated learning approach by utilizing a generative adversarial network to generate spurious features.",abstract,Detailed experiments on the ACE 2005 and TAC-KBP 2015 corpora show that our proposed method is highly effective and adaptable.,FACT,
2612,Detailed experiments on the ACE 2005 and TAC-KBP 2015 corpora show that our proposed method is highly effective and adaptable.,469,5,4,abstract,abstract,"On the basis, we employ a recurrent network to eliminate the fakes.",Introduction,Event detection aims to locate the event triggers of specified types in text.,POS,
2613,Event detection aims to locate the event triggers of specified types in text.,470,5,5,Introduction,abstract,Detailed experiments on the ACE 2005 and TAC-KBP 2015 corpora show that our proposed method is highly effective and adaptable.,Introduction,"Normally, triggers are words or nuggets that evoke the events of interest.",NC,
2614,"Normally, triggers are words or nuggets that evoke the events of interest.",471,5,6,Introduction,Introduction,Event detection aims to locate the event triggers of specified types in text.,Introduction,"Detecting events in an automatic way is challenging, not only because an event can be expressed in different words, but also because a word may express a variety of events in different contexts.",NC,
2615,"Detecting events in an automatic way is challenging, not only because an event can be expressed in different words, but also because a word may express a variety of events in different contexts.",472,5,7,Introduction,Introduction,"Normally, triggers are words or nuggets that evoke the events of interest.",Introduction,"In particular, the frequent utilization of common words, ambiguous words and pronouns in event mentions makes them harder to detect: 1) Generalitytaken home <Transport> Ambiguity 1campaign in Iraq <Attack> Ambiguity 2political campaign <Elect> Coreference -Either its bad or good <Marry> A promising solution to this challenge is through semantic understanding.",NC,
2616,"In particular, the frequent utilization of common words, ambiguous words and pronouns in event mentions makes them harder to detect: 1) Generalitytaken home <Transport> Ambiguity 1campaign in Iraq <Attack> Ambiguity 2political campaign <Elect> Coreference -Either its bad or good <Marry> A promising solution to this challenge is through semantic understanding.",473,5,8,Introduction,Introduction,"Detecting events in an automatic way is challenging, not only because an event can be expressed in different words, but also because a word may express a variety of events in different contexts.",Introduction,"Recently, neural networks have been widely used in this direction (Nguyen and Grishman, 2016; Ghaeini et al.,    *  Corresponding author 2016; Feng et al., 2016;Liu et al., 2017b;Chen et al., 2017), which allows semantics of event mentions (trigger plus context) to be encoded in a high-dimensional latent feature space.",NC,
2617,"Recently, neural networks have been widely used in this direction (Nguyen and Grishman, 2016; Ghaeini et al.,    *  Corresponding author 2016; Feng et al., 2016;Liu et al., 2017b;Chen et al., 2017), which allows semantics of event mentions (trigger plus context) to be encoded in a high-dimensional latent feature space.",474,5,9,Introduction,Introduction,"In particular, the frequent utilization of common words, ambiguous words and pronouns in event mentions makes them harder to detect: 1) Generalitytaken home <Transport> Ambiguity 1campaign in Iraq <Attack> Ambiguity 2political campaign <Elect> Coreference -Either its bad or good <Marry> A promising solution to this challenge is through semantic understanding.",Introduction,This facilitates the learning of deep-level semantics.,NC,
2618,This facilitates the learning of deep-level semantics.,475,5,10,Introduction,Introduction,"Recently, neural networks have been widely used in this direction (Nguyen and Grishman, 2016; Ghaeini et al.,    *  Corresponding author 2016; Feng et al., 2016;Liu et al., 2017b;Chen et al., 2017), which allows semantics of event mentions (trigger plus context) to be encoded in a high-dimensional latent feature space.",Introduction,"Besides, the use of neural networks not only strengthens current supervised classification of events but alleviates the complexity of feature engineering.",NC,
2619,"Besides, the use of neural networks not only strengthens current supervised classification of events but alleviates the complexity of feature engineering.",476,5,11,Introduction,Introduction,This facilitates the learning of deep-level semantics.,Introduction,"However, compared to the earlier study (Liao and Grishman, 2010;Hong et al., 2011;Li et al., 2013), in which the features are carefully designed by experts, the neural network based methods suffer more from spurious features.",NC,
2620,"However, compared to the earlier study (Liao and Grishman, 2010;Hong et al., 2011;Li et al., 2013), in which the features are carefully designed by experts, the neural network based methods suffer more from spurious features.",477,5,12,Introduction,Introduction,"Besides, the use of neural networks not only strengthens current supervised classification of events but alleviates the complexity of feature engineering.",Introduction,"Here, spurious feature is specified as the latent information which looks like the semantically related information to an event, but actually not (Liu et al., 2017a).",NC,
2621,"Here, spurious feature is specified as the latent information which looks like the semantically related information to an event, but actually not (Liu et al., 2017a).",478,5,13,Introduction,Introduction,"However, compared to the earlier study (Liao and Grishman, 2010;Hong et al., 2011;Li et al., 2013), in which the features are carefully designed by experts, the neural network based methods suffer more from spurious features.",Introduction,"For example, in the following sample, the semantic information of the word ""prison"" most probably enables spurious features to come into being, because the word often co-occurs with the trigger ""taken"" to evoke an Arrest-jail event instead of the ground-truth event Transport: 2) Prison authorities have given the nod for Anwar to be taken home later in the afternoon.",NC,
2622,"For example, in the following sample, the semantic information of the word ""prison"" most probably enables spurious features to come into being, because the word often co-occurs with the trigger ""taken"" to evoke an Arrest-jail event instead of the ground-truth event Transport: 2) Prison authorities have given the nod for Anwar to be taken home later in the afternoon.",479,5,14,Introduction,Introduction,"Here, spurious feature is specified as the latent information which looks like the semantically related information to an event, but actually not (Liu et al., 2017a).",Introduction,Trigger: taken.,NC,
2623,Trigger: taken.,480,5,15,Introduction,Introduction,"For example, in the following sample, the semantic information of the word ""prison"" most probably enables spurious features to come into being, because the word often co-occurs with the trigger ""taken"" to evoke an Arrest-jail event instead of the ground-truth event Transport: 2) Prison authorities have given the nod for Anwar to be taken home later in the afternoon.",Introduction,"Event Type: Transport It is certain that spurious features often result from the semantically pseudo-related context, and during training, a neural network may mistakenly and unconsciously preserve the memory to produce the fakes.",NC,
2624,"Event Type: Transport It is certain that spurious features often result from the semantically pseudo-related context, and during training, a neural network may mistakenly and unconsciously preserve the memory to produce the fakes.",481,5,16,Introduction,Introduction,Trigger: taken.,Introduction,"However, it is difficult to determine which words are pseudo-related in a specific case, and when they will ""jump out"" to mislead the generation of latent features during testing.",NC,
2625,"However, it is difficult to determine which words are pseudo-related in a specific case, and when they will ""jump out"" to mislead the generation of latent features during testing.",482,5,17,Introduction,Introduction,"Event Type: Transport It is certain that spurious features often result from the semantically pseudo-related context, and during training, a neural network may mistakenly and unconsciously preserve the memory to produce the fakes.",Introduction,"To address the challenge, we suggest to regulate the learning process with a two-channel selfregulated learning strategy.",NC,
2626,"To address the challenge, we suggest to regulate the learning process with a two-channel selfregulated learning strategy.",483,5,18,Introduction,Introduction,"However, it is difficult to determine which words are pseudo-related in a specific case, and when they will ""jump out"" to mislead the generation of latent features during testing.",Introduction,"In the self-regulation process, on one hand, a generative adversarial network is trained to produce the most spurious features, while on the other hand, a neural network Figure 1: Self-regulated learning scheme is equipped with a memory suppressor to eliminate the fakes.",FACT,
2627,"In the self-regulation process, on one hand, a generative adversarial network is trained to produce the most spurious features, while on the other hand, a neural network Figure 1: Self-regulated learning scheme is equipped with a memory suppressor to eliminate the fakes.",484,5,19,Introduction,Introduction,"To address the challenge, we suggest to regulate the learning process with a two-channel selfregulated learning strategy.",Introduction,"Detailed experiments on event detection show that our proposed method achieves a substantial performance gain, and is capable of robust domain adaptation.",FACT,
2628,"Detailed experiments on event detection show that our proposed method achieves a substantial performance gain, and is capable of robust domain adaptation.",485,5,20,Introduction,Introduction,"In the self-regulation process, on one hand, a generative adversarial network is trained to produce the most spurious features, while on the other hand, a neural network Figure 1: Self-regulated learning scheme is equipped with a memory suppressor to eliminate the fakes.",Task Definition,The task of event detection is to determine whether there is one or more event triggers in a sentence.,POS,
2629,"SELF is a double-channel model (Figure 1), consisted of a cooperative network (Islam et al., 2003) and a generative adversarial net (GAN) (Goodfellow et al., 2014).",486,5,25,Self-Regulated Learning (SELF),Task Definition,"Given a sentence, we classify every token of the sentence into one of the predefined event classes (Doddington et al., 2004) or non-trigger class.",Self-Regulated Learning (SELF),A memory suppressor S is used to regulate communication between the channels.,NC,
2630,A memory suppressor S is used to regulate communication between the channels.,487,5,26,Self-Regulated Learning (SELF),Self-Regulated Learning (SELF),"SELF is a double-channel model (Figure 1), consisted of a cooperative network (Islam et al., 2003) and a generative adversarial net (GAN) (Goodfellow et al., 2014).",Cooperative Network,"In channel 1, the generator G is specified as a multilayer perceptron.",NC,
2631,"In channel 1, the generator G is specified as a multilayer perceptron.",488,5,27,Cooperative Network,Self-Regulated Learning (SELF),A memory suppressor S is used to regulate communication between the channels.,Cooperative Network,"It plays a role of a ""diligent student"".",NC,
2632,"It plays a role of a ""diligent student"".",489,5,28,Cooperative Network,Cooperative Network,"In channel 1, the generator G is specified as a multilayer perceptron.",Cooperative Network,"By a differentiable function G(x, θ g ) with parameters θ g , the generator learns to produce a vector of latent features o g that may best characterize the token x, i.e., o g = G(x, θ g ).",NC,
2633,"By a differentiable function G(x, θ g ) with parameters θ g , the generator learns to produce a vector of latent features o g that may best characterize the token x, i.e., o g = G(x, θ g ).",490,5,29,Cooperative Network,Cooperative Network,"It plays a role of a ""diligent student"".",Cooperative Network,"The discriminator D (called ""a lucky professor"") is a single-layer perceptron, implemented as a differentiable function D(o g , θ d ) with parameters θ d .",NC,
2634,"The discriminator D (called ""a lucky professor"") is a single-layer perceptron, implemented as a differentiable function D(o g , θ d ) with parameters θ d .",491,5,30,Cooperative Network,Cooperative Network,"By a differentiable function G(x, θ g ) with parameters θ g , the generator learns to produce a vector of latent features o g that may best characterize the token x, i.e., o g = G(x, θ g ).",Cooperative Network,"Relying on the feature vector o g , it attempts to accurately predict the probability of the token x triggering an event for all event classes, i.e., ŷ = D(o g , θ d ), and assigns x to the most probable class c (iff ŷc > ∀ŷ c, c = c).",NC,
2635,"Relying on the feature vector o g , it attempts to accurately predict the probability of the token x triggering an event for all event classes, i.e., ŷ = D(o g , θ d ), and assigns x to the most probable class c (iff ŷc > ∀ŷ c, c = c).",492,5,31,Cooperative Network,Cooperative Network,"The discriminator D (called ""a lucky professor"") is a single-layer perceptron, implemented as a differentiable function D(o g , θ d ) with parameters θ d .",Cooperative Network,"Therefore, G and D cooperate with each other during training, developing the parameters θ g and θ d with the same goal -to minimize the performance loss L(ŷ, y) in the detection task: θ g θ d = argmin L(ŷ, y) (1) where, y denotes the ground-truth probability distribution over event classes, and L indicates the deviation of the prediction from the ground truth.",NC,
2636,"Therefore, G and D cooperate with each other during training, developing the parameters θ g and θ d with the same goal -to minimize the performance loss L(ŷ, y) in the detection task: θ g θ d = argmin L(ŷ, y) (1) where, y denotes the ground-truth probability distribution over event classes, and L indicates the deviation of the prediction from the ground truth.",493,5,32,Cooperative Network,Cooperative Network,"Relying on the feature vector o g , it attempts to accurately predict the probability of the token x triggering an event for all event classes, i.e., ŷ = D(o g , θ d ), and assigns x to the most probable class c (iff ŷc > ∀ŷ c, c = c).",Generative Adversarial Network,"In channel 2, the generator Ǧ and discriminator Ď have the same perceptual structures as G and D. They also perform learning by differentiable functions, respectively Ǧ(x, θ ǧ) and Ď(o ǧ, θ ď).",NC,
2637,"In channel 2, the generator Ǧ and discriminator Ď have the same perceptual structures as G and D. They also perform learning by differentiable functions, respectively Ǧ(x, θ ǧ) and Ď(o ǧ, θ ď).",494,5,33,Generative Adversarial Network,Cooperative Network,"Therefore, G and D cooperate with each other during training, developing the parameters θ g and θ d with the same goal -to minimize the performance loss L(ŷ, y) in the detection task: θ g θ d = argmin L(ŷ, y) (1) where, y denotes the ground-truth probability distribution over event classes, and L indicates the deviation of the prediction from the ground truth.",Generative Adversarial Network,"A major difference, however, is that they are caught into a cycle of highly adversarial competition.",NC,
2638,"A major difference, however, is that they are caught into a cycle of highly adversarial competition.",495,5,34,Generative Adversarial Network,Generative Adversarial Network,"In channel 2, the generator Ǧ and discriminator Ď have the same perceptual structures as G and D. They also perform learning by differentiable functions, respectively Ǧ(x, θ ǧ) and Ď(o ǧ, θ ď).",Generative Adversarial Network,"The generator Ǧ is a ""trouble maker"".",NC,
2639,"The generator Ǧ is a ""trouble maker"".",496,5,35,Generative Adversarial Network,Generative Adversarial Network,"A major difference, however, is that they are caught into a cycle of highly adversarial competition.",Generative Adversarial Network,"It learns to produce spurious features, and utilizes them to contaminate the feature vector o ǧ of the token x.",NC,
2640,"It learns to produce spurious features, and utilizes them to contaminate the feature vector o ǧ of the token x.",497,5,36,Generative Adversarial Network,Generative Adversarial Network,"The generator Ǧ is a ""trouble maker"".",Generative Adversarial Network,"Thus Ǧ changes a real sample x into a fake zsometimes successfully, sometimes less so.",NC,
2641,"Thus Ǧ changes a real sample x into a fake zsometimes successfully, sometimes less so.",498,5,37,Generative Adversarial Network,Generative Adversarial Network,"It learns to produce spurious features, and utilizes them to contaminate the feature vector o ǧ of the token x.",Generative Adversarial Network,"Using the fakes, Ǧ repeatedly instigates the discriminator Ď to make mistakes.",NC,
2642,"Using the fakes, Ǧ repeatedly instigates the discriminator Ď to make mistakes.",499,5,38,Generative Adversarial Network,Generative Adversarial Network,"Thus Ǧ changes a real sample x into a fake zsometimes successfully, sometimes less so.",Generative Adversarial Network,"On the other side, Ď (""a hapless professor"") has to avoid being deceived, and struggles to correctly detect events no matter whether it encounters x or z.",NC,
2643,"On the other side, Ď (""a hapless professor"") has to avoid being deceived, and struggles to correctly detect events no matter whether it encounters x or z.",500,5,39,Generative Adversarial Network,Generative Adversarial Network,"Using the fakes, Ǧ repeatedly instigates the discriminator Ď to make mistakes.",Generative Adversarial Network,"In order to outsmart the adversary, Ǧ develops the parameters θ ǧ during training to maximize the performance loss, but on the contrary, Ď develops the parameters θ ď to minimize the loss: θ ǧ = argmax L(ŷ, y) (2) θ ď = argmin L(ŷ, y) Numerous studies have confirmed that the twoplayer minmax game enables both Ǧ and Ď to improve their methods (Goodfellow et al., 2014;Liu and Tuzel, 2016;Huang et al., 2017).",NC,
