text,doc_id,paper_title,year,section,prev_text,prev_section,next_text,next_section,label
"The scores shown for our own baseline in Table 7 were produced using our tuned C parameters the SVMs (though using the same version of the parser and tagger), but even when using the default parameters like reported by Øvrelid and Skjaerholt (2012) our scores diverged.",2588565,Improving cross-domain dependency parsing with dependency-derived clusters,2015,Comparison to using Brown clusters,Despite our efforts to replicate the setup described by Øvrelid and Skjaerholt (2012) we were not able to reproduce the results.,Comparison to using Brown clusters,This paper has described a semi-supervised approach for improving a data-driven dependency parser using dependency-based clusters.,Summary and future work,
This paper has described a semi-supervised approach for improving a data-driven dependency parser using dependency-based clusters.,2588566,Improving cross-domain dependency parsing with dependency-derived clusters,2015,Summary and future work,"The scores shown for our own baseline in Table 7 were produced using our tuned C parameters the SVMs (though using the same version of the parser and tagger), but even when using the default parameters like reported by Øvrelid and Skjaerholt (2012) our scores diverged.",Comparison to using Brown clusters,"The parser is first applied to a large corpus of unlabeled text, providing the input to K-means clustering of lemmas using features extracted from the dependency structures.",Summary and future work,
"The parser is first applied to a large corpus of unlabeled text, providing the input to K-means clustering of lemmas using features extracted from the dependency structures.",2588567,Improving cross-domain dependency parsing with dependency-derived clusters,2015,Summary and future work,This paper has described a semi-supervised approach for improving a data-driven dependency parser using dependency-based clusters.,Summary and future work,"The parser is the re-trained with new features that include information about the word clusters, thereby introducing an element of self-training.",Summary and future work,
"The parser is the re-trained with new features that include information about the word clusters, thereby introducing an element of self-training.",2588568,Improving cross-domain dependency parsing with dependency-derived clusters,2015,Summary and future work,"The parser is first applied to a large corpus of unlabeled text, providing the input to K-means clustering of lemmas using features extracted from the dependency structures.",Summary and future work,"The cluster-informed parser is shown to improve significantly over the baseline on both in-and out-of-domain tests, including a wide range of web texts.",Summary and future work,
"The cluster-informed parser is shown to improve significantly over the baseline on both in-and out-of-domain tests, including a wide range of web texts.",2588569,Improving cross-domain dependency parsing with dependency-derived clusters,2015,Summary and future work,"The parser is the re-trained with new features that include information about the word clusters, thereby introducing an element of self-training.",Summary and future work,For held-out tests on the web data the use of clusters yields error reductions of up to 3.52% relative to the baseline.,Summary and future work,
For held-out tests on the web data the use of clusters yields error reductions of up to 3.52% relative to the baseline.,2588570,Improving cross-domain dependency parsing with dependency-derived clusters,2015,Summary and future work,"The cluster-informed parser is shown to improve significantly over the baseline on both in-and out-of-domain tests, including a wide range of web texts.",Summary and future work,The results of using our dependency-based clusters also compare favorably to previous studies using the ngram based Brown clusters. ,Summary and future work,
The results of using our dependency-based clusters also compare favorably to previous studies using the ngram based Brown clusters. ,2588571,Improving cross-domain dependency parsing with dependency-derived clusters,2015,Summary and future work,For held-out tests on the web data the use of clusters yields error reductions of up to 3.52% relative to the baseline.,Summary and future work,There are several directions we wish to pursue in follow-up work.,Summary and future work,
There are several directions we wish to pursue in follow-up work.,2588572,Improving cross-domain dependency parsing with dependency-derived clusters,2015,Summary and future work,The results of using our dependency-based clusters also compare favorably to previous studies using the ngram based Brown clusters. ,Summary and future work,The experiments in this paper were based on the feature set described by Øvrelid and Skjaerholt (2012).,Summary and future work,
The experiments in this paper were based on the feature set described by Øvrelid and Skjaerholt (2012).,2588573,Improving cross-domain dependency parsing with dependency-derived clusters,2015,Summary and future work,There are several directions we wish to pursue in follow-up work.,Summary and future work,"Further work will give priority to the design and experimentation with additional cluster-based features in the parser, preferably informed by an analysis of the parser errors.",Summary and future work,
"Further work will give priority to the design and experimentation with additional cluster-based features in the parser, preferably informed by an analysis of the parser errors.",2588574,Improving cross-domain dependency parsing with dependency-derived clusters,2015,Summary and future work,The experiments in this paper were based on the feature set described by Øvrelid and Skjaerholt (2012).,Summary and future work,"The clustering described above comprise a fairly large vocabulary of 50,000 lemmas.",Summary and future work,
"The clustering described above comprise a fairly large vocabulary of 50,000 lemmas.",2588575,Improving cross-domain dependency parsing with dependency-derived clusters,2015,Summary and future work,"Further work will give priority to the design and experimentation with additional cluster-based features in the parser, preferably informed by an analysis of the parser errors.",Summary and future work,"In future experiments we would like to gauge the trade-off between the vocabulary size N and the number of clusters K: Decreasing N would allow us to specify a higher K. Moreover, when inspecting the the word clusters many of them can be seen to be fairly specific to distinct parts-of-speech -unsurprisingly, given the feature templates described in Section 4.1.",Summary and future work,
"In future experiments we would like to gauge the trade-off between the vocabulary size N and the number of clusters K: Decreasing N would allow us to specify a higher K. Moreover, when inspecting the the word clusters many of them can be seen to be fairly specific to distinct parts-of-speech -unsurprisingly, given the feature templates described in Section 4.1.",2588576,Improving cross-domain dependency parsing with dependency-derived clusters,2015,Summary and future work,"The clustering described above comprise a fairly large vocabulary of 50,000 lemmas.",Summary and future work,In further experiments we therefore plan on performing the clustering separately for lemmas of different parts-of-speech.,Summary and future work,
In further experiments we therefore plan on performing the clustering separately for lemmas of different parts-of-speech.,2588577,Improving cross-domain dependency parsing with dependency-derived clusters,2015,Summary and future work,"In future experiments we would like to gauge the trade-off between the vocabulary size N and the number of clusters K: Decreasing N would allow us to specify a higher K. Moreover, when inspecting the the word clusters many of them can be seen to be fairly specific to distinct parts-of-speech -unsurprisingly, given the feature templates described in Section 4.1.",Summary and future work,"This will also be beneficial in terms of scalability: Computational considerations otherwise enforce limitations on vocabulary size, the number of clusters, and the size of the feature space, but running multiple and separate K-means clusterings for different PoS classes means we can increase the number of total clusters used and the lexical coverage of the clusters.",Summary and future work,
"This will also be beneficial in terms of scalability: Computational considerations otherwise enforce limitations on vocabulary size, the number of clusters, and the size of the feature space, but running multiple and separate K-means clusterings for different PoS classes means we can increase the number of total clusters used and the lexical coverage of the clusters.",2588578,Improving cross-domain dependency parsing with dependency-derived clusters,2015,Summary and future work,In further experiments we therefore plan on performing the clustering separately for lemmas of different parts-of-speech.,Summary and future work,,,
  We investigate the automatic classification of patient discharge notes into standard disease labels.,6306806,"Classifying medical notes into standard disease codes using Machine
  Learning",2018,abstract,,,"We find that Convolutional Neural Networks with Attention outperform previous algorithms used in this task, and suggest further areas for improvement. ",abstract,
"We find that Convolutional Neural Networks with Attention outperform previous algorithms used in this task, and suggest further areas for improvement. ",6306807,"Classifying medical notes into standard disease codes using Machine
  Learning",2018,abstract,  We investigate the automatic classification of patient discharge notes into standard disease labels.,abstract,"Electronic Health Records (EHRs) have grown significantly over the years and now include an unprecedented amount and variety of patient information, including demographics, vital sign measurements, laboratory test results, prescriptions, procedures performed, digitized notes, imaging reports, mortality etc.",Introduction,
"Electronic Health Records (EHRs) have grown significantly over the years and now include an unprecedented amount and variety of patient information, including demographics, vital sign measurements, laboratory test results, prescriptions, procedures performed, digitized notes, imaging reports, mortality etc.",6306808,"Classifying medical notes into standard disease codes using Machine
  Learning",2018,Introduction,"We find that Convolutional Neural Networks with Attention outperform previous algorithms used in this task, and suggest further areas for improvement. ",abstract,They usually contain both structured data (e.g. admission dates) as well as unstructured data (e.g. notes written by doctors). ,Introduction,
They usually contain both structured data (e.g. admission dates) as well as unstructured data (e.g. notes written by doctors). ,6306809,"Classifying medical notes into standard disease codes using Machine
  Learning",2018,Introduction,"Electronic Health Records (EHRs) have grown significantly over the years and now include an unprecedented amount and variety of patient information, including demographics, vital sign measurements, laboratory test results, prescriptions, procedures performed, digitized notes, imaging reports, mortality etc.",Introduction,"Provided it can be processed, the information in these records -especially the unstructured data -holds the promise of new medical insights and improved medical care, such as faster detection of epidemics, identification of symptoms, personalized treatment, or a more detailed understanding of treatment outcomes. ",Introduction,
"Provided it can be processed, the information in these records -especially the unstructured data -holds the promise of new medical insights and improved medical care, such as faster detection of epidemics, identification of symptoms, personalized treatment, or a more detailed understanding of treatment outcomes. ",6306810,"Classifying medical notes into standard disease codes using Machine
  Learning",2018,Introduction,They usually contain both structured data (e.g. admission dates) as well as unstructured data (e.g. notes written by doctors). ,Introduction,One such gains is a more automated and accurate way to report diseases.,Introduction,
One such gains is a more automated and accurate way to report diseases.,6306811,"Classifying medical notes into standard disease codes using Machine
  Learning",2018,Introduction,"Provided it can be processed, the information in these records -especially the unstructured data -holds the promise of new medical insights and improved medical care, such as faster detection of epidemics, identification of symptoms, personalized treatment, or a more detailed understanding of treatment outcomes. ",Introduction,"Since 1967, the World Health Organization (WHO) has developed an International Classification of Diseases (ICD) to ""monitor the incidence and prevalence of diseases, observe reimbursements and resource allocation trends, and keep track of safety and quality guidelines"" 1 .",Introduction,
"Since 1967, the World Health Organization (WHO) has developed an International Classification of Diseases (ICD) to ""monitor the incidence and prevalence of diseases, observe reimbursements and resource allocation trends, and keep track of safety and quality guidelines"" 1 .",6306812,"Classifying medical notes into standard disease codes using Machine
  Learning",2018,Introduction,One such gains is a more automated and accurate way to report diseases.,Introduction,Currently this ICD labeling is done manually by administrative personnel based on definitions and is subject to interpretation and errors 2 . ,Introduction,
Currently this ICD labeling is done manually by administrative personnel based on definitions and is subject to interpretation and errors 2 . ,6306813,"Classifying medical notes into standard disease codes using Machine
  Learning",2018,Introduction,"Since 1967, the World Health Organization (WHO) has developed an International Classification of Diseases (ICD) to ""monitor the incidence and prevalence of diseases, observe reimbursements and resource allocation trends, and keep track of safety and quality guidelines"" 1 .",Introduction,"In this paper, we focus our efforts on the automatic labeling of discharge notes from the MIMIC 3 Database into ICD codes.",Introduction,
"In this paper, we focus our efforts on the automatic labeling of discharge notes from the MIMIC 3 Database into ICD codes.",6306814,"Classifying medical notes into standard disease codes using Machine
  Learning",2018,Introduction,Currently this ICD labeling is done manually by administrative personnel based on definitions and is subject to interpretation and errors 2 . ,Introduction,"This public database of EHRs contains data points on about 41,000 patients from an intensive care units between 2001 and 2012, including notes on close ot 53,000 admissions.",Introduction,
"This public database of EHRs contains data points on about 41,000 patients from an intensive care units between 2001 and 2012, including notes on close ot 53,000 admissions.",6306815,"Classifying medical notes into standard disease codes using Machine
  Learning",2018,Introduction,"In this paper, we focus our efforts on the automatic labeling of discharge notes from the MIMIC 3 Database into ICD codes.",Introduction,"MIMIC has already been 1 http://www.who.int/classifications/icd/en/ 2 See recent articles on opiod overdose statistics in the US https://tinyurl.com/y8zc3xcq 3 Medical Information Mart for Intensive Care https://mimic.physionet.org proven valuable for efforts similar to ours, which will make comparisons more accurate.",Introduction,
"MIMIC has already been 1 http://www.who.int/classifications/icd/en/ 2 See recent articles on opiod overdose statistics in the US https://tinyurl.com/y8zc3xcq 3 Medical Information Mart for Intensive Care https://mimic.physionet.org proven valuable for efforts similar to ours, which will make comparisons more accurate.",6306816,"Classifying medical notes into standard disease codes using Machine
  Learning",2018,Introduction,"This public database of EHRs contains data points on about 41,000 patients from an intensive care units between 2001 and 2012, including notes on close ot 53,000 admissions.",Introduction,The problem of assigning ICD codes automatically to discharge summaries has previously been studied.,Background,
"The ICD-9 nomenclature applied by MIMIC III contains about 14,000 numerical codes representing all possible diagnoses and procedures 5 .",6306817,"Classifying medical notes into standard disease codes using Machine
  Learning",2018,Output labeling,"We can broadly break our approach to this multilabel multi-class problem into the steps detailed below: output labeling, input preprocessing, training and output metrics, and algorithms.",Background,"Out of those 14,000, 5,932 distinct codes are used to describe the 52,696 hospital admissions of the database, with 1,112 codes appearing only once. ",Output labeling,
"Out of those 14,000, 5,932 distinct codes are used to describe the 52,696 hospital admissions of the database, with 1,112 codes appearing only once. ",6306818,"Classifying medical notes into standard disease codes using Machine
  Learning",2018,Output labeling,"The ICD-9 nomenclature applied by MIMIC III contains about 14,000 numerical codes representing all possible diagnoses and procedures 5 .",Output labeling,This creates an issue for classification algorithms since many codes would need to be predicted with few or no example in the training set.,Output labeling,
This creates an issue for classification algorithms since many codes would need to be predicted with few or no example in the training set.,6306819,"Classifying medical notes into standard disease codes using Machine
  Learning",2018,Output labeling,"Out of those 14,000, 5,932 distinct codes are used to describe the 52,696 hospital admissions of the database, with 1,112 codes appearing only once. ",Output labeling,"Fortunately, the ICD codes are organized in a hierarchical tree, see Figure 1.",Output labeling,
"Fortunately, the ICD codes are organized in a hierarchical tree, see Figure 1.",6306820,"Classifying medical notes into standard disease codes using Machine
  Learning",2018,Output labeling,This creates an issue for classification algorithms since many codes would need to be predicted with few or no example in the training set.,Output labeling,"As a result, we identified 3 mains methods to deal with the high number of classes: • Restrict the labels to the most common Level 5 codes, method used by some project reports.",Output labeling,
"As a result, we identified 3 mains methods to deal with the high number of classes: • Restrict the labels to the most common Level 5 codes, method used by some project reports.",6306821,"Classifying medical notes into standard disease codes using Machine
  Learning",2018,Output labeling,"Fortunately, the ICD codes are organized in a hierarchical tree, see Figure 1.",Output labeling,We start by selecting the 20 most common codes (see Figure 2) • Relabel all codes into a smaller class of codes.,Output labeling,
We start by selecting the 20 most common codes (see Figure 2) • Relabel all codes into a smaller class of codes.,6306822,"Classifying medical notes into standard disease codes using Machine
  Learning",2018,Output labeling,"As a result, we identified 3 mains methods to deal with the high number of classes: • Restrict the labels to the most common Level 5 codes, method used by some project reports.",Output labeling,"This approach was done manually by (Gehrmann et al., 2017).",Output labeling,
"This approach was done manually by (Gehrmann et al., 2017).",6306823,"Classifying medical notes into standard disease codes using Machine
  Learning",2018,Output labeling,We start by selecting the 20 most common codes (see Figure 2) • Relabel all codes into a smaller class of codes.,Output labeling,"Here, we take advantage of the ICD hierarchy, and simply relabel notes into the 17 nodes of depth 1. 8 • A third possible approach -to explore in further work -would be to keep all labels, but use a ""hierarchical metric"", i.e. discounting errors if labels are in the same ICD branch. ",Output labeling,
"Here, we take advantage of the ICD hierarchy, and simply relabel notes into the 17 nodes of depth 1. 8 • A third possible approach -to explore in further work -would be to keep all labels, but use a ""hierarchical metric"", i.e. discounting errors if labels are in the same ICD branch. ",6306824,"Classifying medical notes into standard disease codes using Machine
  Learning",2018,Output labeling,"This approach was done manually by (Gehrmann et al., 2017).",Output labeling,"Intuitively, we can expect the second approach to perform better, since i) the codes represent very different realities, whereas common codes may be related, and ii) the distribution is less balanced.",Output labeling,
"Intuitively, we can expect the second approach to perform better, since i) the codes represent very different realities, whereas common codes may be related, and ii) the distribution is less balanced.",6306825,"Classifying medical notes into standard disease codes using Machine
  Learning",2018,Output labeling,"Here, we take advantage of the ICD hierarchy, and simply relabel notes into the 17 nodes of depth 1. 8 • A third possible approach -to explore in further work -would be to keep all labels, but use a ""hierarchical metric"", i.e. discounting errors if labels are in the same ICD branch. ",Output labeling,An additional benefit is that we have access to the full dataset for training (53K) instead of just a subset if we had re annotated the dataset manually or if we take the most common codes (46k). ,Output labeling,
An additional benefit is that we have access to the full dataset for training (53K) instead of just a subset if we had re annotated the dataset manually or if we take the most common codes (46k). ,6306826,"Classifying medical notes into standard disease codes using Machine
  Learning",2018,Output labeling,"Intuitively, we can expect the second approach to perform better, since i) the codes represent very different realities, whereas common codes may be related, and ii) the distribution is less balanced.",Output labeling,"The third untested approach would allow to keep all codes intact, and hence be more precise in the labeling.",Output labeling,
"The third untested approach would allow to keep all codes intact, and hence be more precise in the labeling.",6306827,"Classifying medical notes into standard disease codes using Machine
  Learning",2018,Output labeling,An additional benefit is that we have access to the full dataset for training (53K) instead of just a subset if we had re annotated the dataset manually or if we take the most common codes (46k). ,Output labeling,"The database presents multiple clinical notes categories including things like Radiology, Nutrition, Pharmacy, or Social Work.",Note preprocessing,
"Unfortunately, even after the previous steps, the wording is still not standardized.",6306828,"Classifying medical notes into standard disease codes using Machine
  Learning",2018,Embedding,"This is done without loss of generality, since 99.5% of the notes meet this criteria.",Note preprocessing,"Like some unpublished papers, we can see at least 13 ways that write hypercholesterolemia, for instance.",Embedding,
"Like some unpublished papers, we can see at least 13 ways that write hypercholesterolemia, for instance.",6306829,"Classifying medical notes into standard disease codes using Machine
  Learning",2018,Embedding,"Unfortunately, even after the previous steps, the wording is still not standardized.",Embedding,10  One way to solve this issue would be to use Named Entity Recognition (NER).,Embedding,
10  One way to solve this issue would be to use Named Entity Recognition (NER).,6306830,"Classifying medical notes into standard disease codes using Machine
  Learning",2018,Embedding,"Like some unpublished papers, we can see at least 13 ways that write hypercholesterolemia, for instance.",Embedding,"Some implementations exist which are tailored to the medical realm, such as Apache cTAKES or MetaMap.",Embedding,
"Some implementations exist which are tailored to the medical realm, such as Apache cTAKES or MetaMap.",6306831,"Classifying medical notes into standard disease codes using Machine
  Learning",2018,Embedding,10  One way to solve this issue would be to use Named Entity Recognition (NER).,Embedding,"However, previous papers (Gehrmann et al., 2017) find that embeddings perform better, trusting embeddings' ability to make ""misspellings, synonyms and abbreviations of an original word learn similar embeddings"".",Embedding,
"However, previous papers (Gehrmann et al., 2017) find that embeddings perform better, trusting embeddings' ability to make ""misspellings, synonyms and abbreviations of an original word learn similar embeddings"".",6306832,"Classifying medical notes into standard disease codes using Machine
  Learning",2018,Embedding,"Some implementations exist which are tailored to the medical realm, such as Apache cTAKES or MetaMap.",Embedding,"Therefore we used trainable embeddings, sometimes pre-trained with the Glove algorithm on Wiki 11 or on the MIMIC notes to account for the vocabulary specificity. ",Embedding,
"Therefore we used trainable embeddings, sometimes pre-trained with the Glove algorithm on Wiki 11 or on the MIMIC notes to account for the vocabulary specificity. ",6306833,"Classifying medical notes into standard disease codes using Machine
  Learning",2018,Embedding,"However, previous papers (Gehrmann et al., 2017) find that embeddings perform better, trusting embeddings' ability to make ""misspellings, synonyms and abbreviations of an original word learn similar embeddings"".",Embedding,"Note that some papers such as (Perotte et al., 2014) use TF-IDF, either to restrict the original vocabulary size or to transform notes into continuous components. ",Embedding,
"Note that some papers such as (Perotte et al., 2014) use TF-IDF, either to restrict the original vocabulary size or to transform notes into continuous components. ",6306834,"Classifying medical notes into standard disease codes using Machine
  Learning",2018,Embedding,"Therefore we used trainable embeddings, sometimes pre-trained with the Glove algorithm on Wiki 11 or on the MIMIC notes to account for the vocabulary specificity. ",Embedding,"Here since we use embeddings of size 100, we can keep",Embedding,
"Here since we use embeddings of size 100, we can keep",6306835,"Classifying medical notes into standard disease codes using Machine
  Learning",2018,Embedding,"Note that some papers such as (Perotte et al., 2014) use TF-IDF, either to restrict the original vocabulary size or to transform notes into continuous components. ",Embedding,"For multi-label classifications like this one, an approach is to convert the problem into single binary classification tasks.",Training Loss Function,
"The resulting vector from the neural network may be interpreted as a probability of the individual ICD-9 codes (each cell has a value 0-1, but does not sum to 1).",6306836,"Classifying medical notes into standard disease codes using Machine
  Learning",2018,Threshold Calibration,Yang et al. (2016) uses Bidirectional GRUs while we use LSTMs for a fair comparision with the flat LSTM models.,Attention,"To complete the prediction, we must convert the vector to binary values. ",Threshold Calibration,
"To complete the prediction, we must convert the vector to binary values. ",6306837,"Classifying medical notes into standard disease codes using Machine
  Learning",2018,Threshold Calibration,"The resulting vector from the neural network may be interpreted as a probability of the individual ICD-9 codes (each cell has a value 0-1, but does not sum to 1).",Threshold Calibration,"There are several methods for selecting a Threshold (Zhang et al., 2016).",Threshold Calibration,
"There are several methods for selecting a Threshold (Zhang et al., 2016).",6306838,"Classifying medical notes into standard disease codes using Machine
  Learning",2018,Threshold Calibration,"To complete the prediction, we must convert the vector to binary values. ",Threshold Calibration,We used a constant threshold maximizing the overall F1-score.,Threshold Calibration,
We used a constant threshold maximizing the overall F1-score.,6306839,"Classifying medical notes into standard disease codes using Machine
  Learning",2018,Threshold Calibration,"There are several methods for selecting a Threshold (Zhang et al., 2016).",Threshold Calibration,"In future work, we could explore methods building a (linear) model on top of the intermediate vector.",Threshold Calibration,
"In future work, we could explore methods building a (linear) model on top of the intermediate vector.",6306840,"Classifying medical notes into standard disease codes using Machine
  Learning",2018,Threshold Calibration,We used a constant threshold maximizing the overall F1-score.,Threshold Calibration,We use the F1 metric on the validation data to evaluate performance in all models and compare results with previous work on classifying MIMIC clinical notes and text classification in general.,Performance Metrics,
We use the F1 metric on the validation data to evaluate performance in all models and compare results with previous work on classifying MIMIC clinical notes and text classification in general.,6306841,"Classifying medical notes into standard disease codes using Machine
  Learning",2018,Performance Metrics,"In future work, we could explore methods building a (linear) model on top of the intermediate vector.",Threshold Calibration,"In order to compare F1 performance results with the CNN model built by Gehrmann et al. (2017), we took into consideration the dataset size and number of classes. ",Comparing CNN with previous work,
"In order to compare F1 performance results with the CNN model built by Gehrmann et al. (2017), we took into consideration the dataset size and number of classes. ",6306842,"Classifying medical notes into standard disease codes using Machine
  Learning",2018,Comparing CNN with previous work,We use the F1 metric on the validation data to evaluate performance in all models and compare results with previous work on classifying MIMIC clinical notes and text classification in general.,Performance Metrics,Gehrmann's re-labeling approach is similar to our relabeling using the first-level ICD-9 codes in the ICD code hierarchy.,Comparing CNN with previous work,
Gehrmann's re-labeling approach is similar to our relabeling using the first-level ICD-9 codes in the ICD code hierarchy.,6306843,"Classifying medical notes into standard disease codes using Machine
  Learning",2018,Comparing CNN with previous work,"In order to compare F1 performance results with the CNN model built by Gehrmann et al. (2017), we took into consideration the dataset size and number of classes. ",Comparing CNN with previous work,"Even though we have access to 52.6K records, we use a subset to relate to the 1.6K records used by Gehrmann et al. (2017).",Comparing CNN with previous work,
"Even though we have access to 52.6K records, we use a subset to relate to the 1.6K records used by Gehrmann et al. (2017).",6306844,"Classifying medical notes into standard disease codes using Machine
  Learning",2018,Comparing CNN with previous work,Gehrmann's re-labeling approach is similar to our relabeling using the first-level ICD-9 codes in the ICD code hierarchy.,Comparing CNN with previous work,"Since we have 17 classes, 7 more than the ones used by Gehrmann , we run our model with a dataset of 5K records. ",Comparing CNN with previous work,
"Since we have 17 classes, 7 more than the ones used by Gehrmann , we run our model with a dataset of 5K records. ",6306845,"Classifying medical notes into standard disease codes using Machine
  Learning",2018,Comparing CNN with previous work,"Even though we have access to 52.6K records, we use a subset to relate to the 1.6K records used by Gehrmann et al. (2017).",Comparing CNN with previous work,"Our CNN obtains similar result to Gehrmann et al., with a F1 score of 76.2%, compare to their F1 score of 76% (see Table 1).",Comparing CNN with previous work,
"Our CNN obtains similar result to Gehrmann et al., with a F1 score of 76.2%, compare to their F1 score of 76% (see Table 1).",6306846,"Classifying medical notes into standard disease codes using Machine
  Learning",2018,Comparing CNN with previous work,"Since we have 17 classes, 7 more than the ones used by Gehrmann , we run our model with a dataset of 5K records. ",Comparing CNN with previous work,"To improve on this initial result, we ran experiments with the different models to identify the two more promising.","Testing CNN, LSTM and Attention",
"To improve on this initial result, we ran experiments with the different models to identify the two more promising.",6306847,"Classifying medical notes into standard disease codes using Machine
  Learning",2018,"Testing CNN, LSTM and Attention","Our CNN obtains similar result to Gehrmann et al., with a F1 score of 76.2%, compare to their F1 score of 76% (see Table 1).",Comparing CNN with previous work,"These experiments run with a 5K notes, the 17 first level ICD-9 codes, using 5 epochs.","Testing CNN, LSTM and Attention",
"These experiments run with a 5K notes, the 17 first level ICD-9 codes, using 5 epochs.",6306848,"Classifying medical notes into standard disease codes using Machine
  Learning",2018,"Testing CNN, LSTM and Attention","To improve on this initial result, we ran experiments with the different models to identify the two more promising.","Testing CNN, LSTM and Attention","The results are presented in Table 2 We tested LSTMs with and without attention mechanisms, CNN with and without attention mechanisms and a Hierarchical LSTM model with Attention layers. ","Testing CNN, LSTM and Attention",
"The results are presented in Table 2 We tested LSTMs with and without attention mechanisms, CNN with and without attention mechanisms and a Hierarchical LSTM model with Attention layers. ",6306849,"Classifying medical notes into standard disease codes using Machine
  Learning",2018,"Testing CNN, LSTM and Attention","These experiments run with a 5K notes, the 17 first level ICD-9 codes, using 5 epochs.","Testing CNN, LSTM and Attention",From the results in Table 2 we can see that CNN models do perform better than LSTM on classifying the MIMIC medical notes.,"Testing CNN, LSTM and Attention",
From the results in Table 2 we can see that CNN models do perform better than LSTM on classifying the MIMIC medical notes.,6306850,"Classifying medical notes into standard disease codes using Machine
  Learning",2018,"Testing CNN, LSTM and Attention","The results are presented in Table 2 We tested LSTMs with and without attention mechanisms, CNN with and without attention mechanisms and a Hierarchical LSTM model with Attention layers. ","Testing CNN, LSTM and Attention",We can also see that there is a significant improvement on F1 scores when applying attention mechanism to LSTM and CNN models.,"Testing CNN, LSTM and Attention",
We can also see that there is a significant improvement on F1 scores when applying attention mechanism to LSTM and CNN models.,6306851,"Classifying medical notes into standard disease codes using Machine
  Learning",2018,"Testing CNN, LSTM and Attention",From the results in Table 2 we can see that CNN models do perform better than LSTM on classifying the MIMIC medical notes.,"Testing CNN, LSTM and Attention",The LSTM with Attention model outperforms the standard LSTM by 2.4% and the CNN with Attention model outperforms the standard CNN model by 3.8%.,"Testing CNN, LSTM and Attention",
The LSTM with Attention model outperforms the standard LSTM by 2.4% and the CNN with Attention model outperforms the standard CNN model by 3.8%.,6306852,"Classifying medical notes into standard disease codes using Machine
  Learning",2018,"Testing CNN, LSTM and Attention",We can also see that there is a significant improvement on F1 scores when applying attention mechanism to LSTM and CNN models.,"Testing CNN, LSTM and Attention","On the other hand, the Hierarchical LSTM with Attention mechanisms had only a small increase (0.6%) in performance results on regards to the Flat LSTM with Attention.",Source,
"On the other hand, the Hierarchical LSTM with Attention mechanisms had only a small increase (0.6%) in performance results on regards to the Flat LSTM with Attention.",6306853,"Classifying medical notes into standard disease codes using Machine
  Learning",2018,Source,The LSTM with Attention model outperforms the standard LSTM by 2.4% and the CNN with Attention model outperforms the standard CNN model by 3.8%.,"Testing CNN, LSTM and Attention","This is smaller than we expected based on similar classification tasks by Yang et al. (2016), where a difference of 3% is reported, but on larger datasets.",Source,
"This is smaller than we expected based on similar classification tasks by Yang et al. (2016), where a difference of 3% is reported, but on larger datasets.",6306854,"Classifying medical notes into standard disease codes using Machine
  Learning",2018,Source,"On the other hand, the Hierarchical LSTM with Attention mechanisms had only a small increase (0.6%) in performance results on regards to the Flat LSTM with Attention.",Source,"This model has twice the number of parameters than the flat models, which would impact performance for relatevely small files like the one we are using, this could be a reason for just a small improvement in the f1 score.",Source,
"This model has twice the number of parameters than the flat models, which would impact performance for relatevely small files like the one we are using, this could be a reason for just a small improvement in the f1 score.",6306855,"Classifying medical notes into standard disease codes using Machine
  Learning",2018,Source,"This is smaller than we expected based on similar classification tasks by Yang et al. (2016), where a difference of 3% is reported, but on larger datasets.",Source,We also tried GRUs instead of LSTMs to compare with Yang et al.,Source,
We also tried GRUs instead of LSTMs to compare with Yang et al.,6306856,"Classifying medical notes into standard disease codes using Machine
  Learning",2018,Source,"This model has twice the number of parameters than the flat models, which would impact performance for relatevely small files like the one we are using, this could be a reason for just a small improvement in the f1 score.",Source,(2016) results and the difference was still the same. ,Source,
(2016) results and the difference was still the same. ,6306857,"Classifying medical notes into standard disease codes using Machine
  Learning",2018,Source,We also tried GRUs instead of LSTMs to compare with Yang et al.,Source,Another possible reason our Hierarchical model is not performing much better is the tokenization of sentences.,Source,
Another possible reason our Hierarchical model is not performing much better is the tokenization of sentences.,6306858,"Classifying medical notes into standard disease codes using Machine
  Learning",2018,Source,(2016) results and the difference was still the same. ,Source,"The model bases its predictions on the results on each sentence, and if the sentences are not identified correctly in the first place, then the rest of the model will not perform well.",Source,
"The model bases its predictions on the results on each sentence, and if the sentences are not identified correctly in the first place, then the rest of the model will not perform well.",6306859,"Classifying medical notes into standard disease codes using Machine
  Learning",2018,Source,Another possible reason our Hierarchical model is not performing much better is the tokenization of sentences.,Source,"We did inspect suspicious long sentences which were not incorrect, they were lab reports.",Source,
"We did inspect suspicious long sentences which were not incorrect, they were lab reports.",6306860,"Classifying medical notes into standard disease codes using Machine
  Learning",2018,Source,"The model bases its predictions on the results on each sentence, and if the sentences are not identified correctly in the first place, then the rest of the model will not perform well.",Source,We would inspect closely the sentence tokenization process in further work. ,Source,
We would inspect closely the sentence tokenization process in further work. ,6306861,"Classifying medical notes into standard disease codes using Machine
  Learning",2018,Source,"We did inspect suspicious long sentences which were not incorrect, they were lab reports.",Source,"The two most promising models are CNN and CNN with Attention, even the standard CNN model outperforms the Hierarchical model. ",Source,
