text,doc_id,paper_title,paper_structure,year,prev_text,prev_section,next_text,next_section,label
"Leveraging Meta-Embeddings for Bilingual Lexicon Extraction from Specialized Comparable Corpora
==========================================================================================
8. Discussion -- 15/22
==========================================================================================
In fact, the CharCBOW model with BC+CC improves overall the rank of all the translations of CC and more particularly the rank of the first hundred translations taken into account in the calculation of the MAP.",50245,Leveraging Meta-Embeddings for Bilingual Lexicon Extraction from Specialized Comparable Corpora,"0. abstract
1. Introduction
2. Related Work
3. Embedding Models
4. Approach
5. Data and Resources
6. Common crawl corpus (CC
7. Experiments and Results
8. Discussion
9. Conclusion
",2018,It might seem surprising that we found more terms outside the first rank with CC corpus than BC+CC (80 versus 75) since the MAP is lower with CC than BC+CC (57.4 versus 73.9).,Discussion,We also observed that the more frequent terms are the best translated for SA and SSA approaches.,Discussion,
"Leveraging Meta-Embeddings for Bilingual Lexicon Extraction from Specialized Comparable Corpora
==========================================================================================
8. Discussion -- 16/22
==========================================================================================
We also observed that the more frequent terms are the best translated for SA and SSA approaches.",50246,Leveraging Meta-Embeddings for Bilingual Lexicon Extraction from Specialized Comparable Corpora,"0. abstract
1. Introduction
2. Related Work
3. Embedding Models
4. Approach
5. Data and Resources
6. Common crawl corpus (CC
7. Experiments and Results
8. Discussion
9. Conclusion
",2018,"In fact, the CharCBOW model with BC+CC improves overall the rank of all the translations of CC and more particularly the rank of the first hundred translations taken into account in the calculation of the MAP.",Discussion,"For the embedding approaches, this observation is not relevant.",Discussion,
"Leveraging Meta-Embeddings for Bilingual Lexicon Extraction from Specialized Comparable Corpora
==========================================================================================
8. Discussion -- 17/22
==========================================================================================
For the embedding approaches, this observation is not relevant.",50247,Leveraging Meta-Embeddings for Bilingual Lexicon Extraction from Specialized Comparable Corpora,"0. abstract
1. Introduction
2. Related Work
3. Embedding Models
4. Approach
5. Data and Resources
6. Common crawl corpus (CC
7. Experiments and Results
8. Discussion
9. Conclusion
",2018,We also observed that the more frequent terms are the best translated for SA and SSA approaches.,Discussion,"For instance, the translations of frequent terms such as cancer and breast are found in the first ranks and the translations of infrequent terms such as lumpectomy and fibroadenoma are found in the last ranks with SA and SSA approaches.",Discussion,
"Leveraging Meta-Embeddings for Bilingual Lexicon Extraction from Specialized Comparable Corpora
==========================================================================================
8. Discussion -- 18/22
==========================================================================================
For instance, the translations of frequent terms such as cancer and breast are found in the first ranks and the translations of infrequent terms such as lumpectomy and fibroadenoma are found in the last ranks with SA and SSA approaches.",50248,Leveraging Meta-Embeddings for Bilingual Lexicon Extraction from Specialized Comparable Corpora,"0. abstract
1. Introduction
2. Related Work
3. Embedding Models
4. Approach
5. Data and Resources
6. Common crawl corpus (CC
7. Experiments and Results
8. Discussion
9. Conclusion
",2018,"For the embedding approaches, this observation is not relevant.",Discussion,"With embedding approaches, cancer and fibroadenoma are found in the first ranks and breast and lumpectomy in the last ranks.",Discussion,
"Leveraging Meta-Embeddings for Bilingual Lexicon Extraction from Specialized Comparable Corpora
==========================================================================================
8. Discussion -- 19/22
==========================================================================================
With embedding approaches, cancer and fibroadenoma are found in the first ranks and breast and lumpectomy in the last ranks.",50249,Leveraging Meta-Embeddings for Bilingual Lexicon Extraction from Specialized Comparable Corpora,"0. abstract
1. Introduction
2. Related Work
3. Embedding Models
4. Approach
5. Data and Resources
6. Common crawl corpus (CC
7. Experiments and Results
8. Discussion
9. Conclusion
",2018,"For instance, the translations of frequent terms such as cancer and breast are found in the first ranks and the translations of infrequent terms such as lumpectomy and fibroadenoma are found in the last ranks with SA and SSA approaches.",Discussion,We have not been able to better characterize terms in the last ranks with embedding approaches.,Discussion,
"Leveraging Meta-Embeddings for Bilingual Lexicon Extraction from Specialized Comparable Corpora
==========================================================================================
8. Discussion -- 20/22
==========================================================================================
We have not been able to better characterize terms in the last ranks with embedding approaches.",50250,Leveraging Meta-Embeddings for Bilingual Lexicon Extraction from Specialized Comparable Corpora,"0. abstract
1. Introduction
2. Related Work
3. Embedding Models
4. Approach
5. Data and Resources
6. Common crawl corpus (CC
7. Experiments and Results
8. Discussion
9. Conclusion
",2018,"With embedding approaches, cancer and fibroadenoma are found in the first ranks and breast and lumpectomy in the last ranks.",Discussion,This is strongly dependent on embedding parameters and also context size and embedding dimensions.,Discussion,
"Leveraging Meta-Embeddings for Bilingual Lexicon Extraction from Specialized Comparable Corpora
==========================================================================================
8. Discussion -- 21/22
==========================================================================================
This is strongly dependent on embedding parameters and also context size and embedding dimensions.",50251,Leveraging Meta-Embeddings for Bilingual Lexicon Extraction from Specialized Comparable Corpora,"0. abstract
1. Introduction
2. Related Work
3. Embedding Models
4. Approach
5. Data and Resources
6. Common crawl corpus (CC
7. Experiments and Results
8. Discussion
9. Conclusion
",2018,We have not been able to better characterize terms in the last ranks with embedding approaches.,Discussion,"Our best system, however obtained 90% of precision on top 5, in the perspective of providing first translation terms for translation aided systems, our proposed approach is certainly more appropriate than the standard approach whether in terms of computational cost or in terms of accuracy.",Discussion,
"Leveraging Meta-Embeddings for Bilingual Lexicon Extraction from Specialized Comparable Corpora
==========================================================================================
8. Discussion -- 22/22
==========================================================================================
Our best system, however obtained 90% of precision on top 5, in the perspective of providing first translation terms for translation aided systems, our proposed approach is certainly more appropriate than the standard approach whether in terms of computational cost or in terms of accuracy.",50252,Leveraging Meta-Embeddings for Bilingual Lexicon Extraction from Specialized Comparable Corpora,"0. abstract
1. Introduction
2. Related Work
3. Embedding Models
4. Approach
5. Data and Resources
6. Common crawl corpus (CC
7. Experiments and Results
8. Discussion
9. Conclusion
",2018,This is strongly dependent on embedding parameters and also context size and embedding dimensions.,Discussion,In this paper we have explored a variety of embedding models and there impact on the task of bilingual terminology extraction from specialized comparable corpora.,Conclusion,
"Leveraging Meta-Embeddings for Bilingual Lexicon Extraction from Specialized Comparable Corpora
==========================================================================================
9. Conclusion -- 1/3
==========================================================================================
In this paper we have explored a variety of embedding models and there impact on the task of bilingual terminology extraction from specialized comparable corpora.",50253,Leveraging Meta-Embeddings for Bilingual Lexicon Extraction from Specialized Comparable Corpora,"0. abstract
1. Introduction
2. Related Work
3. Embedding Models
4. Approach
5. Data and Resources
6. Common crawl corpus (CC
7. Experiments and Results
8. Discussion
9. Conclusion
",2018,"Our best system, however obtained 90% of precision on top 5, in the perspective of providing first translation terms for translation aided systems, our proposed approach is certainly more appropriate than the standard approach whether in terms of computational cost or in terms of accuracy.",Discussion,We have also proposed meta-embedding representations and have shown under which conditions they can be jointly used for better performance.,Conclusion,
"Leveraging Meta-Embeddings for Bilingual Lexicon Extraction from Specialized Comparable Corpora
==========================================================================================
9. Conclusion -- 2/3
==========================================================================================
We have also proposed meta-embedding representations and have shown under which conditions they can be jointly used for better performance.",50254,Leveraging Meta-Embeddings for Bilingual Lexicon Extraction from Specialized Comparable Corpora,"0. abstract
1. Introduction
2. Related Work
3. Embedding Models
4. Approach
5. Data and Resources
6. Common crawl corpus (CC
7. Experiments and Results
8. Discussion
9. Conclusion
",2018,In this paper we have explored a variety of embedding models and there impact on the task of bilingual terminology extraction from specialized comparable corpora.,Conclusion,"If further investigations are probably needed, our findings strengthens the idea that using metaembeddings based on specialized and general domain data sets improves the performance of mining bilingual specialized lexicons.",Conclusion,
"Leveraging Meta-Embeddings for Bilingual Lexicon Extraction from Specialized Comparable Corpora
==========================================================================================
9. Conclusion -- 3/3
==========================================================================================
If further investigations are probably needed, our findings strengthens the idea that using metaembeddings based on specialized and general domain data sets improves the performance of mining bilingual specialized lexicons.",50255,Leveraging Meta-Embeddings for Bilingual Lexicon Extraction from Specialized Comparable Corpora,"0. abstract
1. Introduction
2. Related Work
3. Embedding Models
4. Approach
5. Data and Resources
6. Common crawl corpus (CC
7. Experiments and Results
8. Discussion
9. Conclusion
",2018,We have also proposed meta-embedding representations and have shown under which conditions they can be jointly used for better performance.,Conclusion,,,
"Mining User/Movie Preferred Features Based on Reviews for Video  Recommendation System
==========================================================================================
0. abstract -- 1/12
==========================================================================================
  In this work, we present an approach for mining user preferences and recommendation based on reviews.",4137030,"Mining User/Movie Preferred Features Based on Reviews for Video
  Recommendation System","0. abstract
1. Introduction
2. Related Work
3. Proposed Framework
4. Conclusion
",2017,,,There have been various studies worked on recommendation problem.,abstract,
"Mining User/Movie Preferred Features Based on Reviews for Video  Recommendation System
==========================================================================================
0. abstract -- 2/12
==========================================================================================
There have been various studies worked on recommendation problem.",4137031,"Mining User/Movie Preferred Features Based on Reviews for Video
  Recommendation System","0. abstract
1. Introduction
2. Related Work
3. Proposed Framework
4. Conclusion
",2017,"  In this work, we present an approach for mining user preferences and recommendation based on reviews.",abstract,"However, most of the studies beyond one aspect user generated- content such as user ratings, user feedback and so on to state user preferences.",abstract,
"Mining User/Movie Preferred Features Based on Reviews for Video  Recommendation System
==========================================================================================
0. abstract -- 3/12
==========================================================================================
However, most of the studies beyond one aspect user generated- content such as user ratings, user feedback and so on to state user preferences.",4137032,"Mining User/Movie Preferred Features Based on Reviews for Video
  Recommendation System","0. abstract
1. Introduction
2. Related Work
3. Proposed Framework
4. Conclusion
",2017,There have been various studies worked on recommendation problem.,abstract,There is a prob- lem in one aspect mining is lacking for stating user preferences.,abstract,
"Mining User/Movie Preferred Features Based on Reviews for Video  Recommendation System
==========================================================================================
0. abstract -- 4/12
==========================================================================================
There is a prob- lem in one aspect mining is lacking for stating user preferences.",4137033,"Mining User/Movie Preferred Features Based on Reviews for Video
  Recommendation System","0. abstract
1. Introduction
2. Related Work
3. Proposed Framework
4. Conclusion
",2017,"However, most of the studies beyond one aspect user generated- content such as user ratings, user feedback and so on to state user preferences.",abstract,"As a demonstration, in collaborative filter recommendation, we try to figure out the preference trend of crowded users, then use that trend to predict current user preference.",abstract,
"Mining User/Movie Preferred Features Based on Reviews for Video  Recommendation System
==========================================================================================
0. abstract -- 5/12
==========================================================================================
As a demonstration, in collaborative filter recommendation, we try to figure out the preference trend of crowded users, then use that trend to predict current user preference.",4137034,"Mining User/Movie Preferred Features Based on Reviews for Video
  Recommendation System","0. abstract
1. Introduction
2. Related Work
3. Proposed Framework
4. Conclusion
",2017,There is a prob- lem in one aspect mining is lacking for stating user preferences.,abstract,"Therefore, there is a gap between real user preferences and the trend of the crowded people.",abstract,
"Mining User/Movie Preferred Features Based on Reviews for Video  Recommendation System
==========================================================================================
0. abstract -- 6/12
==========================================================================================
Therefore, there is a gap between real user preferences and the trend of the crowded people.",4137035,"Mining User/Movie Preferred Features Based on Reviews for Video
  Recommendation System","0. abstract
1. Introduction
2. Related Work
3. Proposed Framework
4. Conclusion
",2017,"As a demonstration, in collaborative filter recommendation, we try to figure out the preference trend of crowded users, then use that trend to predict current user preference.",abstract,"Additionally, user preferences can be addressed from mining user reviews since user often comment about various aspects of products.",abstract,
"Mining User/Movie Preferred Features Based on Reviews for Video  Recommendation System
==========================================================================================
0. abstract -- 7/12
==========================================================================================
Additionally, user preferences can be addressed from mining user reviews since user often comment about various aspects of products.",4137036,"Mining User/Movie Preferred Features Based on Reviews for Video
  Recommendation System","0. abstract
1. Introduction
2. Related Work
3. Proposed Framework
4. Conclusion
",2017,"Therefore, there is a gap between real user preferences and the trend of the crowded people.",abstract,"To solve this problem, we mainly focus on mining product aspects and user aspects inside user reviews to directly state user preferences.",abstract,
"Mining User/Movie Preferred Features Based on Reviews for Video  Recommendation System
==========================================================================================
0. abstract -- 8/12
==========================================================================================
To solve this problem, we mainly focus on mining product aspects and user aspects inside user reviews to directly state user preferences.",4137037,"Mining User/Movie Preferred Features Based on Reviews for Video
  Recommendation System","0. abstract
1. Introduction
2. Related Work
3. Proposed Framework
4. Conclusion
",2017,"Additionally, user preferences can be addressed from mining user reviews since user often comment about various aspects of products.",abstract,We also take into account Social Network Analysis for cold-start item problem.,abstract,
"Mining User/Movie Preferred Features Based on Reviews for Video  Recommendation System
==========================================================================================
0. abstract -- 9/12
==========================================================================================
We also take into account Social Network Analysis for cold-start item problem.",4137038,"Mining User/Movie Preferred Features Based on Reviews for Video
  Recommendation System","0. abstract
1. Introduction
2. Related Work
3. Proposed Framework
4. Conclusion
",2017,"To solve this problem, we mainly focus on mining product aspects and user aspects inside user reviews to directly state user preferences.",abstract,"With cold-start user problem, collaborative filter algorithm is employed in our work.",abstract,
"Mining User/Movie Preferred Features Based on Reviews for Video  Recommendation System
==========================================================================================
0. abstract -- 10/12
==========================================================================================
With cold-start user problem, collaborative filter algorithm is employed in our work.",4137039,"Mining User/Movie Preferred Features Based on Reviews for Video
  Recommendation System","0. abstract
1. Introduction
2. Related Work
3. Proposed Framework
4. Conclusion
",2017,We also take into account Social Network Analysis for cold-start item problem.,abstract,The framework is general enough to be applied to different recommendation domains.,abstract,
"Mining User/Movie Preferred Features Based on Reviews for Video  Recommendation System
==========================================================================================
0. abstract -- 11/12
==========================================================================================
The framework is general enough to be applied to different recommendation domains.",4137040,"Mining User/Movie Preferred Features Based on Reviews for Video
  Recommendation System","0. abstract
1. Introduction
2. Related Work
3. Proposed Framework
4. Conclusion
",2017,"With cold-start user problem, collaborative filter algorithm is employed in our work.",abstract,"Theoretically, our method would achieve a significant enhancement. ",abstract,
"Mining User/Movie Preferred Features Based on Reviews for Video  Recommendation System
==========================================================================================
0. abstract -- 12/12
==========================================================================================
Theoretically, our method would achieve a significant enhancement. ",4137041,"Mining User/Movie Preferred Features Based on Reviews for Video
  Recommendation System","0. abstract
1. Introduction
2. Related Work
3. Proposed Framework
4. Conclusion
",2017,The framework is general enough to be applied to different recommendation domains.,abstract,User generated content in the form of comments has witnessed an explosive growth on the web.,Introduction,
"Mining User/Movie Preferred Features Based on Reviews for Video  Recommendation System
==========================================================================================
1. Introduction -- 1/23
==========================================================================================
User generated content in the form of comments has witnessed an explosive growth on the web.",4137042,"Mining User/Movie Preferred Features Based on Reviews for Video
  Recommendation System","0. abstract
1. Introduction
2. Related Work
3. Proposed Framework
4. Conclusion
",2017,"Theoretically, our method would achieve a significant enhancement. ",abstract,"Websites like Amazon.com, IMDb.com allow users to comment on diverse contents like news articles.",Introduction,
"Mining User/Movie Preferred Features Based on Reviews for Video  Recommendation System
==========================================================================================
1. Introduction -- 2/23
==========================================================================================
Websites like Amazon.com, IMDb.com allow users to comment on diverse contents like news articles.",4137043,"Mining User/Movie Preferred Features Based on Reviews for Video
  Recommendation System","0. abstract
1. Introduction
2. Related Work
3. Proposed Framework
4. Conclusion
",2017,User generated content in the form of comments has witnessed an explosive growth on the web.,Introduction,"These ""crowd-sourced"" comments are highly engaging because they reflect the views and opinions of real users.",Introduction,
"Mining User/Movie Preferred Features Based on Reviews for Video  Recommendation System
==========================================================================================
1. Introduction -- 3/23
==========================================================================================
These ""crowd-sourced"" comments are highly engaging because they reflect the views and opinions of real users.",4137044,"Mining User/Movie Preferred Features Based on Reviews for Video
  Recommendation System","0. abstract
1. Introduction
2. Related Work
3. Proposed Framework
4. Conclusion
",2017,"Websites like Amazon.com, IMDb.com allow users to comment on diverse contents like news articles.",Introduction,"Moreover, as the statistic from 1 70% customers consult reviews Figure 1: A user review on IMDb.com or ratings before purchasing.",Introduction,
"Mining User/Movie Preferred Features Based on Reviews for Video  Recommendation System
==========================================================================================
1. Introduction -- 4/23
==========================================================================================
Moreover, as the statistic from 1 70% customers consult reviews Figure 1: A user review on IMDb.com or ratings before purchasing.",4137045,"Mining User/Movie Preferred Features Based on Reviews for Video
  Recommendation System","0. abstract
1. Introduction
2. Related Work
3. Proposed Framework
4. Conclusion
",2017,"These ""crowd-sourced"" comments are highly engaging because they reflect the views and opinions of real users.",Introduction,"Along with this, viewers also check movie reviews before making decision to buy movie tickets.",Introduction,
"Mining User/Movie Preferred Features Based on Reviews for Video  Recommendation System
==========================================================================================
1. Introduction -- 5/23
==========================================================================================
Along with this, viewers also check movie reviews before making decision to buy movie tickets.",4137046,"Mining User/Movie Preferred Features Based on Reviews for Video
  Recommendation System","0. abstract
1. Introduction
2. Related Work
3. Proposed Framework
4. Conclusion
",2017,"Moreover, as the statistic from 1 70% customers consult reviews Figure 1: A user review on IMDb.com or ratings before purchasing.",Introduction,There have been very few studies about movie recommendation that employ movie reviews.,Introduction,
"Mining User/Movie Preferred Features Based on Reviews for Video  Recommendation System
==========================================================================================
1. Introduction -- 6/23
==========================================================================================
There have been very few studies about movie recommendation that employ movie reviews.",4137047,"Mining User/Movie Preferred Features Based on Reviews for Video
  Recommendation System","0. abstract
1. Introduction
2. Related Work
3. Proposed Framework
4. Conclusion
",2017,"Along with this, viewers also check movie reviews before making decision to buy movie tickets.",Introduction,"Therefore, in this work, we focus on mining user reviews to state user preferences for recommendation. ",Introduction,
"Mining User/Movie Preferred Features Based on Reviews for Video  Recommendation System
==========================================================================================
1. Introduction -- 7/23
==========================================================================================
Therefore, in this work, we focus on mining user reviews to state user preferences for recommendation. ",4137048,"Mining User/Movie Preferred Features Based on Reviews for Video
  Recommendation System","0. abstract
1. Introduction
2. Related Work
3. Proposed Framework
4. Conclusion
",2017,There have been very few studies about movie recommendation that employ movie reviews.,Introduction,"However, the key challenges with user generated comments is that inside a review, people praise and criticize various aspects of the target such as the noise level of a computer or the taste of a dish.",Introduction,
"Mining User/Movie Preferred Features Based on Reviews for Video  Recommendation System
==========================================================================================
1. Introduction -- 8/23
==========================================================================================
However, the key challenges with user generated comments is that inside a review, people praise and criticize various aspects of the target such as the noise level of a computer or the taste of a dish.",4137049,"Mining User/Movie Preferred Features Based on Reviews for Video
  Recommendation System","0. abstract
1. Introduction
2. Related Work
3. Proposed Framework
4. Conclusion
",2017,"Therefore, in this work, we focus on mining user reviews to state user preferences for recommendation. ",Introduction,"In the Figure 1, the reviewer evaluates aspects of a new blockbuster film called ""Captain Philips"" such as director, actors, movie scenes.",Introduction,
"Mining User/Movie Preferred Features Based on Reviews for Video  Recommendation System
==========================================================================================
1. Introduction -- 9/23
==========================================================================================
In the Figure 1, the reviewer evaluates aspects of a new blockbuster film called ""Captain Philips"" such as director, actors, movie scenes.",4137050,"Mining User/Movie Preferred Features Based on Reviews for Video
  Recommendation System","0. abstract
1. Introduction
2. Related Work
3. Proposed Framework
4. Conclusion
",2017,"However, the key challenges with user generated comments is that inside a review, people praise and criticize various aspects of the target such as the noise level of a computer or the taste of a dish.",Introduction,"Based on different aspect, the reviewer has different opinion.",Introduction,
"Mining User/Movie Preferred Features Based on Reviews for Video  Recommendation System
==========================================================================================
1. Introduction -- 10/23
==========================================================================================
Based on different aspect, the reviewer has different opinion.",4137051,"Mining User/Movie Preferred Features Based on Reviews for Video
  Recommendation System","0. abstract
1. Introduction
2. Related Work
3. Proposed Framework
4. Conclusion
",2017,"In the Figure 1, the reviewer evaluates aspects of a new blockbuster film called ""Captain Philips"" such as director, actors, movie scenes.",Introduction,"Therefore, user reviews are sufficient for stating user preference for recommendation.",Introduction,
"Mining User/Movie Preferred Features Based on Reviews for Video  Recommendation System
==========================================================================================
1. Introduction -- 11/23
==========================================================================================
Therefore, user reviews are sufficient for stating user preference for recommendation.",4137052,"Mining User/Movie Preferred Features Based on Reviews for Video
  Recommendation System","0. abstract
1. Introduction
2. Related Work
3. Proposed Framework
4. Conclusion
",2017,"Based on different aspect, the reviewer has different opinion.",Introduction,"However, reviews are plain text without any structure, therefore how to mining aspects in reviews is a big challenge. ",Introduction,
"Mining User/Movie Preferred Features Based on Reviews for Video  Recommendation System
==========================================================================================
1. Introduction -- 12/23
==========================================================================================
However, reviews are plain text without any structure, therefore how to mining aspects in reviews is a big challenge. ",4137053,"Mining User/Movie Preferred Features Based on Reviews for Video
  Recommendation System","0. abstract
1. Introduction
2. Related Work
3. Proposed Framework
4. Conclusion
",2017,"Therefore, user reviews are sufficient for stating user preference for recommendation.",Introduction,"In this work, we propose a new approach for movie recommendation based on mining user reviews to state movie aspects and user preferences based on aspects.",Introduction,
"Mining User/Movie Preferred Features Based on Reviews for Video  Recommendation System
==========================================================================================
1. Introduction -- 13/23
==========================================================================================
In this work, we propose a new approach for movie recommendation based on mining user reviews to state movie aspects and user preferences based on aspects.",4137054,"Mining User/Movie Preferred Features Based on Reviews for Video
  Recommendation System","0. abstract
1. Introduction
2. Related Work
3. Proposed Framework
4. Conclusion
",2017,"However, reviews are plain text without any structure, therefore how to mining aspects in reviews is a big challenge. ",Introduction,"Generally, we apply LDA for finding hidden aspects for addressing user preference aspects and movie feature aspects.",Introduction,
"Mining User/Movie Preferred Features Based on Reviews for Video  Recommendation System
==========================================================================================
1. Introduction -- 14/23
==========================================================================================
Generally, we apply LDA for finding hidden aspects for addressing user preference aspects and movie feature aspects.",4137055,"Mining User/Movie Preferred Features Based on Reviews for Video
  Recommendation System","0. abstract
1. Introduction
2. Related Work
3. Proposed Framework
4. Conclusion
",2017,"In this work, we propose a new approach for movie recommendation based on mining user reviews to state movie aspects and user preferences based on aspects.",Introduction,"After user preferences based on aspects and movie aspects are addressed, KL divergence is used for measuring similarity between movie and user.",Introduction,
"Mining User/Movie Preferred Features Based on Reviews for Video  Recommendation System
==========================================================================================
1. Introduction -- 15/23
==========================================================================================
After user preferences based on aspects and movie aspects are addressed, KL divergence is used for measuring similarity between movie and user.",4137056,"Mining User/Movie Preferred Features Based on Reviews for Video
  Recommendation System","0. abstract
1. Introduction
2. Related Work
3. Proposed Framework
4. Conclusion
",2017,"Generally, we apply LDA for finding hidden aspects for addressing user preference aspects and movie feature aspects.",Introduction,Top K movies that close to user preferences are recommended to user. ,Introduction,
"Mining User/Movie Preferred Features Based on Reviews for Video  Recommendation System
==========================================================================================
1. Introduction -- 16/23
==========================================================================================
Top K movies that close to user preferences are recommended to user. ",4137057,"Mining User/Movie Preferred Features Based on Reviews for Video
  Recommendation System","0. abstract
1. Introduction
2. Related Work
3. Proposed Framework
4. Conclusion
",2017,"After user preferences based on aspects and movie aspects are addressed, KL divergence is used for measuring similarity between movie and user.",Introduction,"Our main contributions in this work are including: (1) proposing a method to determine user opinion on aspects, (2) solving cold-start item recommendation by using Social Network Analysis to enrich item information, (3) applying collaborative filtering into cold-start user problem by finding the co-related opinion between massive users, and (4) publishing a first large review dataset with rating and comments of large anonymous reviewers on IMDb. ",Introduction,
"Mining User/Movie Preferred Features Based on Reviews for Video  Recommendation System
==========================================================================================
1. Introduction -- 17/23
==========================================================================================
Our main contributions in this work are including: (1) proposing a method to determine user opinion on aspects, (2) solving cold-start item recommendation by using Social Network Analysis to enrich item information, (3) applying collaborative filtering into cold-start user problem by finding the co-related opinion between massive users, and (4) publishing a first large review dataset with rating and comments of large anonymous reviewers on IMDb. ",4137058,"Mining User/Movie Preferred Features Based on Reviews for Video
  Recommendation System","0. abstract
1. Introduction
2. Related Work
3. Proposed Framework
4. Conclusion
",2017,Top K movies that close to user preferences are recommended to user. ,Introduction,The rest of the paper is laid out as follows.,Introduction,
"Mining User/Movie Preferred Features Based on Reviews for Video  Recommendation System
==========================================================================================
1. Introduction -- 18/23
==========================================================================================
The rest of the paper is laid out as follows.",4137059,"Mining User/Movie Preferred Features Based on Reviews for Video
  Recommendation System","0. abstract
1. Introduction
2. Related Work
3. Proposed Framework
4. Conclusion
",2017,"Our main contributions in this work are including: (1) proposing a method to determine user opinion on aspects, (2) solving cold-start item recommendation by using Social Network Analysis to enrich item information, (3) applying collaborative filtering into cold-start user problem by finding the co-related opinion between massive users, and (4) publishing a first large review dataset with rating and comments of large anonymous reviewers on IMDb. ",Introduction,Section 2 introduces some related works.,Introduction,
"Mining User/Movie Preferred Features Based on Reviews for Video  Recommendation System
==========================================================================================
1. Introduction -- 19/23
==========================================================================================
Section 2 introduces some related works.",4137060,"Mining User/Movie Preferred Features Based on Reviews for Video
  Recommendation System","0. abstract
1. Introduction
2. Related Work
3. Proposed Framework
4. Conclusion
",2017,The rest of the paper is laid out as follows.,Introduction,"Section 3, we address our approach to take advantage of topic modeling method to do recommendation.",Introduction,
"Mining User/Movie Preferred Features Based on Reviews for Video  Recommendation System
==========================================================================================
1. Introduction -- 20/23
==========================================================================================
Section 3, we address our approach to take advantage of topic modeling method to do recommendation.",4137061,"Mining User/Movie Preferred Features Based on Reviews for Video
  Recommendation System","0. abstract
1. Introduction
2. Related Work
3. Proposed Framework
4. Conclusion
",2017,Section 2 introduces some related works.,Introduction,"The Social Network Analysis along with Collaborative Filtering to overcome the coldstart item and cold-start user problem, respectively is deeply demonstrated in Section 4.",Introduction,
"Mining User/Movie Preferred Features Based on Reviews for Video  Recommendation System
==========================================================================================
1. Introduction -- 21/23
==========================================================================================
The Social Network Analysis along with Collaborative Filtering to overcome the coldstart item and cold-start user problem, respectively is deeply demonstrated in Section 4.",4137062,"Mining User/Movie Preferred Features Based on Reviews for Video
  Recommendation System","0. abstract
1. Introduction
2. Related Work
3. Proposed Framework
4. Conclusion
",2017,"Section 3, we address our approach to take advantage of topic modeling method to do recommendation.",Introduction,Experiment is shown in Section 5.,Introduction,
"Mining User/Movie Preferred Features Based on Reviews for Video  Recommendation System
==========================================================================================
1. Introduction -- 22/23
==========================================================================================
Experiment is shown in Section 5.",4137063,"Mining User/Movie Preferred Features Based on Reviews for Video
  Recommendation System","0. abstract
1. Introduction
2. Related Work
3. Proposed Framework
4. Conclusion
",2017,"The Social Network Analysis along with Collaborative Filtering to overcome the coldstart item and cold-start user problem, respectively is deeply demonstrated in Section 4.",Introduction,Section 6 gives conclusion and our future studies.,Introduction,
"Mining User/Movie Preferred Features Based on Reviews for Video  Recommendation System
==========================================================================================
1. Introduction -- 23/23
==========================================================================================
Section 6 gives conclusion and our future studies.",4137064,"Mining User/Movie Preferred Features Based on Reviews for Video
  Recommendation System","0. abstract
1. Introduction
2. Related Work
3. Proposed Framework
4. Conclusion
",2017,Experiment is shown in Section 5.,Introduction,"In this section, we will show here the previous studies on mining user aspects, some studies by using movie reviews for recommendation and showing how are they different from our work. ",Related Work,
"Mining User/Movie Preferred Features Based on Reviews for Video  Recommendation System
==========================================================================================
3. Proposed Framework -- 1/40
==========================================================================================
In this section, we will briefly describe about our method.",4137065,"Mining User/Movie Preferred Features Based on Reviews for Video
  Recommendation System","0. abstract
1. Introduction
2. Related Work
3. Proposed Framework
4. Conclusion
",2017,"Overall, there are three significant differences in our work from others including: (1) in our work, LDA is employed to state preferred features for both user and movie based on reviews, (2) we address and solve cold-start problems in our approach, and (3) we empirically apply our approach to the first large collected user reviews for recommendation.",Related Work,"Due to page limitation of this short paper, we cannot show our approach in more detail.",Proposed Framework,
"Mining User/Movie Preferred Features Based on Reviews for Video  Recommendation System
==========================================================================================
3. Proposed Framework -- 2/40
==========================================================================================
Due to page limitation of this short paper, we cannot show our approach in more detail.",4137066,"Mining User/Movie Preferred Features Based on Reviews for Video
  Recommendation System","0. abstract
1. Introduction
2. Related Work
3. Proposed Framework
4. Conclusion
",2017,"In this section, we will briefly describe about our method.",Proposed Framework,The workflow of our system is deeply presented in figure 2 which consists of 8 major processing steps: 1) modeling overall Model for all reviews in corpus; 2) getting all user-related reviews in corpus; 3) inference user feature preferences by using global model; 4) using collaborative filter between user to find cross relatedpreferences to solve cold-start user problem; 5) getting Tweets information for cold-start movie; 6) inference movies' feature preference by using global model achieved in step 2; 7) using similarity measurement (e.g cosine similarity) to find the similarity between user feature preferences and movie features; and 8) top K movies is generated to recommend to the user.,Framework overview,
