text,doc_id,paper_title,year,section,prev_text,prev_section,next_text,next_section,label
"Our models are using L2 regularizations and Dropouts, which",8170595,"Classifying medical notes into standard disease codes using Machine
  Learning",2018,Algorithms,Training optimizer used was Adam.,Algorithms,Our Baseline model simply predicts the 4 most common ICD-9 codes for each clinical note.,Baseline and Linear Models,
Our Baseline model simply predicts the 4 most common ICD-9 codes for each clinical note.,8170596,"Classifying medical notes into standard disease codes using Machine
  Learning",2018,Baseline and Linear Models,"Our models are using L2 regularizations and Dropouts, which",Algorithms,"This performs better than more complicated alternatives, for example Gehrmann et al.",Baseline and Linear Models,
"This performs better than more complicated alternatives, for example Gehrmann et al.",8170597,"Classifying medical notes into standard disease codes using Machine
  Learning",2018,Baseline and Linear Models,Our Baseline model simply predicts the 4 most common ICD-9 codes for each clinical note.,Baseline and Linear Models,( 2017) used a 3-gram Logistic Regression with relatively poor results (Table 1).,Baseline and Linear Models,
( 2017) used a 3-gram Logistic Regression with relatively poor results (Table 1).,8170598,"Classifying medical notes into standard disease codes using Machine
  Learning",2018,Baseline and Linear Models,"This performs better than more complicated alternatives, for example Gehrmann et al.",Baseline and Linear Models,CNNs have been used for image multi-label classification.,CNN,
CNNs have been used for image multi-label classification.,8170599,"Classifying medical notes into standard disease codes using Machine
  Learning",2018,CNN,( 2017) used a 3-gram Logistic Regression with relatively poor results (Table 1).,Baseline and Linear Models,"Although the invariances are different between an image and a text, this sounds similar to our problem. ",CNN,
"Although the invariances are different between an image and a text, this sounds similar to our problem. ",8170600,"Classifying medical notes into standard disease codes using Machine
  Learning",2018,CNN,CNNs have been used for image multi-label classification.,CNN,This work implements a CNN for text classification replicating the architecture presented by Kim (2014) and based on hyper parameters tested by Gehrmann et al. (2017). ,CNN,
This work implements a CNN for text classification replicating the architecture presented by Kim (2014) and based on hyper parameters tested by Gehrmann et al. (2017). ,8170601,"Classifying medical notes into standard disease codes using Machine
  Learning",2018,CNN,"Although the invariances are different between an image and a text, this sounds similar to our problem. ",CNN,The CNN model has one layer of convolution which used 4 different sized windows.,CNN,
The CNN model has one layer of convolution which used 4 different sized windows.,8170602,"Classifying medical notes into standard disease codes using Machine
  Learning",2018,CNN,This work implements a CNN for text classification replicating the architecture presented by Kim (2014) and based on hyper parameters tested by Gehrmann et al. (2017). ,CNN,"Each window takes 2,3,4 or 5 words and applies 100 filters, encompassing the full embedding size. ",CNN,
"Each window takes 2,3,4 or 5 words and applies 100 filters, encompassing the full embedding size. ",8170603,"Classifying medical notes into standard disease codes using Machine
  Learning",2018,CNN,The CNN model has one layer of convolution which used 4 different sized windows.,CNN,We use this model to classify into Level 5 ICD-9 codes and first-level ICD-9 codes in the hierarchy.,CNN,
We use this model to classify into Level 5 ICD-9 codes and first-level ICD-9 codes in the hierarchy.,8170604,"Classifying medical notes into standard disease codes using Machine
  Learning",2018,CNN,"Each window takes 2,3,4 or 5 words and applies 100 filters, encompassing the full embedding size. ",CNN,"According to Yin et al. (2017) the state-of-the-art on many NLP tasks often switches between CNNs and RNNs (LSTM in this case), his paper lists different past studies where sometimes a CNN performs better and other times a LSTM. ",LSTM,
"According to Yin et al. (2017) the state-of-the-art on many NLP tasks often switches between CNNs and RNNs (LSTM in this case), his paper lists different past studies where sometimes a CNN performs better and other times a LSTM. ",8170605,"Classifying medical notes into standard disease codes using Machine
  Learning",2018,LSTM,We use this model to classify into Level 5 ICD-9 codes and first-level ICD-9 codes in the hierarchy.,CNN,Hence we implement a LSTM model to see if some of the discharge note features (e.g. temporal sequence) make it a better candidate.,LSTM,
Hence we implement a LSTM model to see if some of the discharge note features (e.g. temporal sequence) make it a better candidate.,8170606,"Classifying medical notes into standard disease codes using Machine
  Learning",2018,LSTM,"According to Yin et al. (2017) the state-of-the-art on many NLP tasks often switches between CNNs and RNNs (LSTM in this case), his paper lists different past studies where sometimes a CNN performs better and other times a LSTM. ",LSTM,"Since we have a relatevely small file (56K records), we start with a single layer LSTM to keep the number of parameters low.",LSTM,
"Since we have a relatevely small file (56K records), we start with a single layer LSTM to keep the number of parameters low.",8170607,"Classifying medical notes into standard disease codes using Machine
  Learning",2018,LSTM,Hence we implement a LSTM model to see if some of the discharge note features (e.g. temporal sequence) make it a better candidate.,LSTM,"We didn't find published papers regarding classifying clinical notes using LSTM, however we did find a report on the web. 13",LSTM,
"We didn't find published papers regarding classifying clinical notes using LSTM, however we did find a report on the web. 13",8170608,"Classifying medical notes into standard disease codes using Machine
  Learning",2018,LSTM,"Since we have a relatevely small file (56K records), we start with a single layer LSTM to keep the number of parameters low.",LSTM,"As explored in Section 3.2, the average length of discharge clinical notes is 1639 words.",Attention,
"As explored in Section 3.2, the average length of discharge clinical notes is 1639 words.",8170609,"Classifying medical notes into standard disease codes using Machine
  Learning",2018,Attention,"We didn't find published papers regarding classifying clinical notes using LSTM, however we did find a report on the web. 13",LSTM,The text to classify proved its efficiency.,Attention,
The text to classify proved its efficiency.,8170610,"Classifying medical notes into standard disease codes using Machine
  Learning",2018,Attention,"As explored in Section 3.2, the average length of discharge clinical notes is 1639 words.",Attention,Default parameters were used.,Attention,
Default parameters were used.,8170611,"Classifying medical notes into standard disease codes using Machine
  Learning",2018,Attention,The text to classify proved its efficiency.,Attention,may be too long for a LSTM or CNN to remember all relevant information.,Attention,
may be too long for a LSTM or CNN to remember all relevant information.,8170612,"Classifying medical notes into standard disease codes using Machine
  Learning",2018,Attention,Default parameters were used.,Attention,Raffel et al. (2016) displayed better performance in many NLP tasks on long text using Attention.,Attention,
Raffel et al. (2016) displayed better performance in many NLP tasks on long text using Attention.,8170613,"Classifying medical notes into standard disease codes using Machine
  Learning",2018,Attention,may be too long for a LSTM or CNN to remember all relevant information.,Attention,"Here, we seek to emulate his results by implementing algorithms based on the formulas presented in (Raffel et al., 2016) and Yang et al. (2016). ",Attention,
"Here, we seek to emulate his results by implementing algorithms based on the formulas presented in (Raffel et al., 2016) and Yang et al. (2016). ",8170614,"Classifying medical notes into standard disease codes using Machine
  Learning",2018,Attention,Raffel et al. (2016) displayed better performance in many NLP tasks on long text using Attention.,Attention,LSTM with Attention: The LSTM cell returns not only the last hidden state but all the intermediate ones that are then sent to the attention layer which creates a new vector representing the clinical note for the output layer classification. ,Attention,
LSTM with Attention: The LSTM cell returns not only the last hidden state but all the intermediate ones that are then sent to the attention layer which creates a new vector representing the clinical note for the output layer classification. ,8170615,"Classifying medical notes into standard disease codes using Machine
  Learning",2018,Attention,"Here, we seek to emulate his results by implementing algorithms based on the formulas presented in (Raffel et al., 2016) and Yang et al. (2016). ",Attention,CNN with Attention: The MaxPooling element in the CNN network is replaced by the Attention layer in order to create a vector representing all relevant information and not only taking in account max values.,Attention,
CNN with Attention: The MaxPooling element in the CNN network is replaced by the Attention layer in order to create a vector representing all relevant information and not only taking in account max values.,8170616,"Classifying medical notes into standard disease codes using Machine
  Learning",2018,Attention,LSTM with Attention: The LSTM cell returns not only the last hidden state but all the intermediate ones that are then sent to the attention layer which creates a new vector representing the clinical note for the output layer classification. ,Attention,A model like this one is mentioned in Yin et al.,Attention,
A model like this one is mentioned in Yin et al.,8170617,"Classifying medical notes into standard disease codes using Machine
  Learning",2018,Attention,CNN with Attention: The MaxPooling element in the CNN network is replaced by the Attention layer in order to create a vector representing all relevant information and not only taking in account max values.,Attention,(2016) Hierarchical Attention: This model was implemented based on Yang et al. (2016) which specifically targets document classifications.,Attention,
(2016) Hierarchical Attention: This model was implemented based on Yang et al. (2016) which specifically targets document classifications.,8170618,"Classifying medical notes into standard disease codes using Machine
  Learning",2018,Attention,A model like this one is mentioned in Yin et al.,Attention,"It has two levels of attention mechanisms, the first one creates vectors that represent each sentence, using attention mechanism across words; and the second level creates a vector that represent the document using attention mechanisms across sentences.",Attention,
"It has two levels of attention mechanisms, the first one creates vectors that represent each sentence, using attention mechanism across words; and the second level creates a vector that represent the document using attention mechanisms across sentences.",8170619,"Classifying medical notes into standard disease codes using Machine
  Learning",2018,Attention,(2016) Hierarchical Attention: This model was implemented based on Yang et al. (2016) which specifically targets document classifications.,Attention,Yang et al. (2016) uses Bidirectional GRUs while we use LSTMs for a fair comparision with the flat LSTM models.,Attention,
Yang et al. (2016) uses Bidirectional GRUs while we use LSTMs for a fair comparision with the flat LSTM models.,8170620,"Classifying medical notes into standard disease codes using Machine
  Learning",2018,Attention,"It has two levels of attention mechanisms, the first one creates vectors that represent each sentence, using attention mechanism across words; and the second level creates a vector that represent the document using attention mechanisms across sentences.",Attention,"The resulting vector from the neural network may be interpreted as a probability of the individual ICD-9 codes (each cell has a value 0-1, but does not sum to 1).",Threshold Calibration,
"The resulting vector from the neural network may be interpreted as a probability of the individual ICD-9 codes (each cell has a value 0-1, but does not sum to 1).",8170621,"Classifying medical notes into standard disease codes using Machine
  Learning",2018,Threshold Calibration,Yang et al. (2016) uses Bidirectional GRUs while we use LSTMs for a fair comparision with the flat LSTM models.,Attention,"To complete the prediction, we must convert the vector to binary values. ",Threshold Calibration,
"To complete the prediction, we must convert the vector to binary values. ",8170622,"Classifying medical notes into standard disease codes using Machine
  Learning",2018,Threshold Calibration,"The resulting vector from the neural network may be interpreted as a probability of the individual ICD-9 codes (each cell has a value 0-1, but does not sum to 1).",Threshold Calibration,"There are several methods for selecting a Threshold (Zhang et al., 2016).",Threshold Calibration,
"There are several methods for selecting a Threshold (Zhang et al., 2016).",8170623,"Classifying medical notes into standard disease codes using Machine
  Learning",2018,Threshold Calibration,"To complete the prediction, we must convert the vector to binary values. ",Threshold Calibration,We used a constant threshold maximizing the overall F1-score.,Threshold Calibration,
We used a constant threshold maximizing the overall F1-score.,8170624,"Classifying medical notes into standard disease codes using Machine
  Learning",2018,Threshold Calibration,"There are several methods for selecting a Threshold (Zhang et al., 2016).",Threshold Calibration,"In future work, we could explore methods building a (linear) model on top of the intermediate vector.",Threshold Calibration,
"In future work, we could explore methods building a (linear) model on top of the intermediate vector.",8170625,"Classifying medical notes into standard disease codes using Machine
  Learning",2018,Threshold Calibration,We used a constant threshold maximizing the overall F1-score.,Threshold Calibration,We use the F1 metric on the validation data to evaluate performance in all models and compare results with previous work on classifying MIMIC clinical notes and text classification in general.,Performance Metrics,
We use the F1 metric on the validation data to evaluate performance in all models and compare results with previous work on classifying MIMIC clinical notes and text classification in general.,8170626,"Classifying medical notes into standard disease codes using Machine
  Learning",2018,Performance Metrics,"In future work, we could explore methods building a (linear) model on top of the intermediate vector.",Threshold Calibration,"In order to compare F1 performance results with the CNN model built by Gehrmann et al. (2017), we took into consideration the dataset size and number of classes. ",Comparing CNN with previous work,
"In order to compare F1 performance results with the CNN model built by Gehrmann et al. (2017), we took into consideration the dataset size and number of classes. ",8170627,"Classifying medical notes into standard disease codes using Machine
  Learning",2018,Comparing CNN with previous work,We use the F1 metric on the validation data to evaluate performance in all models and compare results with previous work on classifying MIMIC clinical notes and text classification in general.,Performance Metrics,Gehrmann's re-labeling approach is similar to our relabeling using the first-level ICD-9 codes in the ICD code hierarchy.,Comparing CNN with previous work,
Gehrmann's re-labeling approach is similar to our relabeling using the first-level ICD-9 codes in the ICD code hierarchy.,8170628,"Classifying medical notes into standard disease codes using Machine
  Learning",2018,Comparing CNN with previous work,"In order to compare F1 performance results with the CNN model built by Gehrmann et al. (2017), we took into consideration the dataset size and number of classes. ",Comparing CNN with previous work,"Even though we have access to 52.6K records, we use a subset to relate to the 1.6K records used by Gehrmann et al. (2017).",Comparing CNN with previous work,
"Even though we have access to 52.6K records, we use a subset to relate to the 1.6K records used by Gehrmann et al. (2017).",8170629,"Classifying medical notes into standard disease codes using Machine
  Learning",2018,Comparing CNN with previous work,Gehrmann's re-labeling approach is similar to our relabeling using the first-level ICD-9 codes in the ICD code hierarchy.,Comparing CNN with previous work,"Since we have 17 classes, 7 more than the ones used by Gehrmann , we run our model with a dataset of 5K records. ",Comparing CNN with previous work,
"Since we have 17 classes, 7 more than the ones used by Gehrmann , we run our model with a dataset of 5K records. ",8170630,"Classifying medical notes into standard disease codes using Machine
  Learning",2018,Comparing CNN with previous work,"Even though we have access to 52.6K records, we use a subset to relate to the 1.6K records used by Gehrmann et al. (2017).",Comparing CNN with previous work,"Our CNN obtains similar result to Gehrmann et al., with a F1 score of 76.2%, compare to their F1 score of 76% (see Table 1).",Comparing CNN with previous work,
"Our CNN obtains similar result to Gehrmann et al., with a F1 score of 76.2%, compare to their F1 score of 76% (see Table 1).",8170631,"Classifying medical notes into standard disease codes using Machine
  Learning",2018,Comparing CNN with previous work,"Since we have 17 classes, 7 more than the ones used by Gehrmann , we run our model with a dataset of 5K records. ",Comparing CNN with previous work,"To improve on this initial result, we ran experiments with the different models to identify the two more promising.","Testing CNN, LSTM and Attention",
"To improve on this initial result, we ran experiments with the different models to identify the two more promising.",8170632,"Classifying medical notes into standard disease codes using Machine
  Learning",2018,"Testing CNN, LSTM and Attention","Our CNN obtains similar result to Gehrmann et al., with a F1 score of 76.2%, compare to their F1 score of 76% (see Table 1).",Comparing CNN with previous work,"These experiments run with a 5K notes, the 17 first level ICD-9 codes, using 5 epochs.","Testing CNN, LSTM and Attention",
"These experiments run with a 5K notes, the 17 first level ICD-9 codes, using 5 epochs.",8170633,"Classifying medical notes into standard disease codes using Machine
  Learning",2018,"Testing CNN, LSTM and Attention","To improve on this initial result, we ran experiments with the different models to identify the two more promising.","Testing CNN, LSTM and Attention","The results are presented in Table 2 We tested LSTMs with and without attention mechanisms, CNN with and without attention mechanisms and a Hierarchical LSTM model with Attention layers. ","Testing CNN, LSTM and Attention",
"The results are presented in Table 2 We tested LSTMs with and without attention mechanisms, CNN with and without attention mechanisms and a Hierarchical LSTM model with Attention layers. ",8170634,"Classifying medical notes into standard disease codes using Machine
  Learning",2018,"Testing CNN, LSTM and Attention","These experiments run with a 5K notes, the 17 first level ICD-9 codes, using 5 epochs.","Testing CNN, LSTM and Attention",From the results in Table 2 we can see that CNN models do perform better than LSTM on classifying the MIMIC medical notes.,"Testing CNN, LSTM and Attention",
From the results in Table 2 we can see that CNN models do perform better than LSTM on classifying the MIMIC medical notes.,8170635,"Classifying medical notes into standard disease codes using Machine
  Learning",2018,"Testing CNN, LSTM and Attention","The results are presented in Table 2 We tested LSTMs with and without attention mechanisms, CNN with and without attention mechanisms and a Hierarchical LSTM model with Attention layers. ","Testing CNN, LSTM and Attention",We can also see that there is a significant improvement on F1 scores when applying attention mechanism to LSTM and CNN models.,"Testing CNN, LSTM and Attention",
We can also see that there is a significant improvement on F1 scores when applying attention mechanism to LSTM and CNN models.,8170636,"Classifying medical notes into standard disease codes using Machine
  Learning",2018,"Testing CNN, LSTM and Attention",From the results in Table 2 we can see that CNN models do perform better than LSTM on classifying the MIMIC medical notes.,"Testing CNN, LSTM and Attention",The LSTM with Attention model outperforms the standard LSTM by 2.4% and the CNN with Attention model outperforms the standard CNN model by 3.8%.,"Testing CNN, LSTM and Attention",
The LSTM with Attention model outperforms the standard LSTM by 2.4% and the CNN with Attention model outperforms the standard CNN model by 3.8%.,8170637,"Classifying medical notes into standard disease codes using Machine
  Learning",2018,"Testing CNN, LSTM and Attention",We can also see that there is a significant improvement on F1 scores when applying attention mechanism to LSTM and CNN models.,"Testing CNN, LSTM and Attention","On the other hand, the Hierarchical LSTM with Attention mechanisms had only a small increase (0.6%) in performance results on regards to the Flat LSTM with Attention.",Source,
"On the other hand, the Hierarchical LSTM with Attention mechanisms had only a small increase (0.6%) in performance results on regards to the Flat LSTM with Attention.",8170638,"Classifying medical notes into standard disease codes using Machine
  Learning",2018,Source,The LSTM with Attention model outperforms the standard LSTM by 2.4% and the CNN with Attention model outperforms the standard CNN model by 3.8%.,"Testing CNN, LSTM and Attention","This is smaller than we expected based on similar classification tasks by Yang et al. (2016), where a difference of 3% is reported, but on larger datasets.",Source,
"This is smaller than we expected based on similar classification tasks by Yang et al. (2016), where a difference of 3% is reported, but on larger datasets.",8170639,"Classifying medical notes into standard disease codes using Machine
  Learning",2018,Source,"On the other hand, the Hierarchical LSTM with Attention mechanisms had only a small increase (0.6%) in performance results on regards to the Flat LSTM with Attention.",Source,"This model has twice the number of parameters than the flat models, which would impact performance for relatevely small files like the one we are using, this could be a reason for just a small improvement in the f1 score.",Source,
"This model has twice the number of parameters than the flat models, which would impact performance for relatevely small files like the one we are using, this could be a reason for just a small improvement in the f1 score.",8170640,"Classifying medical notes into standard disease codes using Machine
  Learning",2018,Source,"This is smaller than we expected based on similar classification tasks by Yang et al. (2016), where a difference of 3% is reported, but on larger datasets.",Source,We also tried GRUs instead of LSTMs to compare with Yang et al.,Source,
We also tried GRUs instead of LSTMs to compare with Yang et al.,8170641,"Classifying medical notes into standard disease codes using Machine
  Learning",2018,Source,"This model has twice the number of parameters than the flat models, which would impact performance for relatevely small files like the one we are using, this could be a reason for just a small improvement in the f1 score.",Source,(2016) results and the difference was still the same. ,Source,
(2016) results and the difference was still the same. ,8170642,"Classifying medical notes into standard disease codes using Machine
  Learning",2018,Source,We also tried GRUs instead of LSTMs to compare with Yang et al.,Source,Another possible reason our Hierarchical model is not performing much better is the tokenization of sentences.,Source,
Another possible reason our Hierarchical model is not performing much better is the tokenization of sentences.,8170643,"Classifying medical notes into standard disease codes using Machine
  Learning",2018,Source,(2016) results and the difference was still the same. ,Source,"The model bases its predictions on the results on each sentence, and if the sentences are not identified correctly in the first place, then the rest of the model will not perform well.",Source,
"The model bases its predictions on the results on each sentence, and if the sentences are not identified correctly in the first place, then the rest of the model will not perform well.",8170644,"Classifying medical notes into standard disease codes using Machine
  Learning",2018,Source,Another possible reason our Hierarchical model is not performing much better is the tokenization of sentences.,Source,"We did inspect suspicious long sentences which were not incorrect, they were lab reports.",Source,
"We did inspect suspicious long sentences which were not incorrect, they were lab reports.",8170645,"Classifying medical notes into standard disease codes using Machine
  Learning",2018,Source,"The model bases its predictions on the results on each sentence, and if the sentences are not identified correctly in the first place, then the rest of the model will not perform well.",Source,We would inspect closely the sentence tokenization process in further work. ,Source,
We would inspect closely the sentence tokenization process in further work. ,8170646,"Classifying medical notes into standard disease codes using Machine
  Learning",2018,Source,"We did inspect suspicious long sentences which were not incorrect, they were lab reports.",Source,"The two most promising models are CNN and CNN with Attention, even the standard CNN model outperforms the Hierarchical model. ",Source,
"The two most promising models are CNN and CNN with Attention, even the standard CNN model outperforms the Hierarchical model. ",8170647,"Classifying medical notes into standard disease codes using Machine
  Learning",2018,Source,We would inspect closely the sentence tokenization process in further work. ,Source,CNN models could be seen as hierarchical: the convolutional sliding windows create segments of the document (like sentences do) and they are collapsed into vectors representing a higher level of abstraction.,Source,
CNN models could be seen as hierarchical: the convolutional sliding windows create segments of the document (like sentences do) and they are collapsed into vectors representing a higher level of abstraction.,8170648,"Classifying medical notes into standard disease codes using Machine
  Learning",2018,Source,"The two most promising models are CNN and CNN with Attention, even the standard CNN model outperforms the Hierarchical model. ",Source,In as sense CNN are finding the best segments in the document regardless of sentences separations.,Source,
In as sense CNN are finding the best segments in the document regardless of sentences separations.,8170649,"Classifying medical notes into standard disease codes using Machine
  Learning",2018,Source,CNN models could be seen as hierarchical: the convolutional sliding windows create segments of the document (like sentences do) and they are collapsed into vectors representing a higher level of abstraction.,Source,This may explain why the CNN models are getting a better performance than the Hierarchical models.,Source,
This may explain why the CNN models are getting a better performance than the Hierarchical models.,8170650,"Classifying medical notes into standard disease codes using Machine
  Learning",2018,Source,In as sense CNN are finding the best segments in the document regardless of sentences separations.,Source,Here we show results from running the CNN models with the full data set. ,CNN performance with full data set,
Here we show results from running the CNN models with the full data set. ,8170651,"Classifying medical notes into standard disease codes using Machine
  Learning",2018,CNN performance with full data set,This may explain why the CNN models are getting a better performance than the Hierarchical models.,Source,First we classify clinical notes into the 20 most common Level 5 ICD-9 codes for comparison purposes: we can see that our model outperformed previous work (see Table 3).,CNN performance with full data set,
First we classify clinical notes into the 20 most common Level 5 ICD-9 codes for comparison purposes: we can see that our model outperformed previous work (see Table 3).,8170652,"Classifying medical notes into standard disease codes using Machine
  Learning",2018,CNN performance with full data set,Here we show results from running the CNN models with the full data set. ,CNN performance with full data set,"However at this stage, the CNN ATT model still overfits: even though it had the highest score during the experimental runs with 5K records and 5 epochs, it didn't reach the best f1-score when running it with the full data set.",CNN performance with full data set,
"However at this stage, the CNN ATT model still overfits: even though it had the highest score during the experimental runs with 5K records and 5 epochs, it didn't reach the best f1-score when running it with the full data set.",8170653,"Classifying medical notes into standard disease codes using Machine
  Learning",2018,CNN performance with full data set,First we classify clinical notes into the 20 most common Level 5 ICD-9 codes for comparison purposes: we can see that our model outperformed previous work (see Table 3).,CNN performance with full data set,Further work would explore hyperparameters tuning and evaluating the number of parameters to attempt undoing the over fitting situation.,CNN performance with full data set,
Further work would explore hyperparameters tuning and evaluating the number of parameters to attempt undoing the over fitting situation.,8170654,"Classifying medical notes into standard disease codes using Machine
  Learning",2018,CNN performance with full data set,"However at this stage, the CNN ATT model still overfits: even though it had the highest score during the experimental runs with 5K records and 5 epochs, it didn't reach the best f1-score when running it with the full data set.",CNN performance with full data set,"We believe the CNN models can still be improved by inspecting in more detail cases where the model predicted a false positive or false negative, and working on hyper-parameters.",Source,
"We believe the CNN models can still be improved by inspecting in more detail cases where the model predicted a false positive or false negative, and working on hyper-parameters.",8170655,"Classifying medical notes into standard disease codes using Machine
  Learning",2018,Source,Further work would explore hyperparameters tuning and evaluating the number of parameters to attempt undoing the over fitting situation.,CNN performance with full data set,This would be one of the first tasks to do in further work regarding these models.,Source,
This would be one of the first tasks to do in further work regarding these models.,8170656,"Classifying medical notes into standard disease codes using Machine
  Learning",2018,Source,"We believe the CNN models can still be improved by inspecting in more detail cases where the model predicted a false positive or false negative, and working on hyper-parameters.",Source,"We used trainable embeddings, as described in Section 3.3.",Pre-trained Embeddings,
"We used trainable embeddings, as described in Section 3.3.",8170657,"Classifying medical notes into standard disease codes using Machine
  Learning",2018,Pre-trained Embeddings,This would be one of the first tasks to do in further work regarding these models.,Source,Our two attempts to initialize them with pretrained values were unsuccessful. ,Pre-trained Embeddings,
Our two attempts to initialize them with pretrained values were unsuccessful. ,8170658,"Classifying medical notes into standard disease codes using Machine
  Learning",2018,Pre-trained Embeddings,"We used trainable embeddings, as described in Section 3.3.",Pre-trained Embeddings,"Using the Wiki Glove pre-trained embeddings led to a minor decrease in performance (about 0.001%) compared to an empty embedding matrix, which could be expected since Medical clinical notes have a vocabulary that differs from most Wiki pages.",Pre-trained Embeddings,
"Using the Wiki Glove pre-trained embeddings led to a minor decrease in performance (about 0.001%) compared to an empty embedding matrix, which could be expected since Medical clinical notes have a vocabulary that differs from most Wiki pages.",8170659,"Classifying medical notes into standard disease codes using Machine
  Learning",2018,Pre-trained Embeddings,Our two attempts to initialize them with pretrained values were unsuccessful. ,Pre-trained Embeddings,"In fact, half of our vocabulary was not found on the Wiki Glove pretrained embeddings. ",Pre-trained Embeddings,
"In fact, half of our vocabulary was not found on the Wiki Glove pretrained embeddings. ",8170660,"Classifying medical notes into standard disease codes using Machine
  Learning",2018,Pre-trained Embeddings,"Using the Wiki Glove pre-trained embeddings led to a minor decrease in performance (about 0.001%) compared to an empty embedding matrix, which could be expected since Medical clinical notes have a vocabulary that differs from most Wiki pages.",Pre-trained Embeddings,We then created our own pre-trained embeddings using the Glove algorithm on all the MIMIC discharge notes.,Pre-trained Embeddings,
We then created our own pre-trained embeddings using the Glove algorithm on all the MIMIC discharge notes.,8170661,"Classifying medical notes into standard disease codes using Machine
  Learning",2018,Pre-trained Embeddings,"In fact, half of our vocabulary was not found on the Wiki Glove pretrained embeddings. ",Pre-trained Embeddings,The result was a small performance improvement of 0.01%. ,Pre-trained Embeddings,
The result was a small performance improvement of 0.01%. ,8170662,"Classifying medical notes into standard disease codes using Machine
  Learning",2018,Pre-trained Embeddings,We then created our own pre-trained embeddings using the Glove algorithm on all the MIMIC discharge notes.,Pre-trained Embeddings,"As part of future work, we think that using pretrained embeddings on millions of clinical notes would improve the performance of models processing clinical notes, this is an example of such type of work 16 .",Pre-trained Embeddings,
"As part of future work, we think that using pretrained embeddings on millions of clinical notes would improve the performance of models processing clinical notes, this is an example of such type of work 16 .",8170663,"Classifying medical notes into standard disease codes using Machine
  Learning",2018,Pre-trained Embeddings,The result was a small performance improvement of 0.01%. ,Pre-trained Embeddings,"In this paper, we tested several alternative approaches for classifying ICD-9 codes. ",Conclusions and outlook,
"In this paper, we tested several alternative approaches for classifying ICD-9 codes. ",8170664,"Classifying medical notes into standard disease codes using Machine
  Learning",2018,Conclusions and outlook,"As part of future work, we think that using pretrained embeddings on millions of clinical notes would improve the performance of models processing clinical notes, this is an example of such type of work 16 .",Pre-trained Embeddings,"We showed that our a CNN models outperform significantly the F1 scores reported by previous work on Level 1 or Level 5 codes, while LSTMs and Hierarchical model displayed lower performance. ",Conclusions and outlook,
"We showed that our a CNN models outperform significantly the F1 scores reported by previous work on Level 1 or Level 5 codes, while LSTMs and Hierarchical model displayed lower performance. ",8170665,"Classifying medical notes into standard disease codes using Machine
  Learning",2018,Conclusions and outlook,"In this paper, we tested several alternative approaches for classifying ICD-9 codes. ",Conclusions and outlook,"However for the problem of automatic labeling to be solved, models need to increase both in performance and in the precision of the codes that they allocate.",Conclusions and outlook,
"However for the problem of automatic labeling to be solved, models need to increase both in performance and in the precision of the codes that they allocate.",8170666,"Classifying medical notes into standard disease codes using Machine
  Learning",2018,Conclusions and outlook,"We showed that our a CNN models outperform significantly the F1 scores reported by previous work on Level 1 or Level 5 codes, while LSTMs and Hierarchical model displayed lower performance. ",Conclusions and outlook,"Our results highlight several areas to further that goal: • optimization of CNN model with Attention, given promising results on small datasets • better adapt embeddings to clinical notes • broaden the number of ICD codes, gradually or by adapting the training metric Finally we note that ICD codes are associated with a textual definition which could be directly compared with the clinical notes themselves.",Conclusions and outlook,
"Our results highlight several areas to further that goal: • optimization of CNN model with Attention, given promising results on small datasets • better adapt embeddings to clinical notes • broaden the number of ICD codes, gradually or by adapting the training metric Finally we note that ICD codes are associated with a textual definition which could be directly compared with the clinical notes themselves.",8170667,"Classifying medical notes into standard disease codes using Machine
  Learning",2018,Conclusions and outlook,"However for the problem of automatic labeling to be solved, models need to increase both in performance and in the precision of the codes that they allocate.",Conclusions and outlook,,,
"  Natural language is hierarchically structured: smaller units (e.g., phrases) are nested within larger units (e.g., clauses).",8374930,"Ordered Neurons: Integrating Tree Structures into Recurrent Neural
  Networks",2018,abstract,,,"When a larger constituent ends, all of the smaller constituents that are nested within it must also be closed. ",abstract,
"When a larger constituent ends, all of the smaller constituents that are nested within it must also be closed. ",8374931,"Ordered Neurons: Integrating Tree Structures into Recurrent Neural
  Networks",2018,abstract,"  Natural language is hierarchically structured: smaller units (e.g., phrases) are nested within larger units (e.g., clauses).",abstract,"While the standard LSTM architecture allows different neurons to track information at different time scales, it does not have an explicit bias towards modeling a hierarchy of constituents.",abstract,
"While the standard LSTM architecture allows different neurons to track information at different time scales, it does not have an explicit bias towards modeling a hierarchy of constituents.",8374932,"Ordered Neurons: Integrating Tree Structures into Recurrent Neural
  Networks",2018,abstract,"When a larger constituent ends, all of the smaller constituents that are nested within it must also be closed. ",abstract,"This paper proposes to add such an inductive bias by ordering the neurons; a vector of master input and forget gates ensures that when a given neuron is updated, all the neurons that follow it in the ordering are also updated.",abstract,
"This paper proposes to add such an inductive bias by ordering the neurons; a vector of master input and forget gates ensures that when a given neuron is updated, all the neurons that follow it in the ordering are also updated.",8374933,"Ordered Neurons: Integrating Tree Structures into Recurrent Neural
  Networks",2018,abstract,"While the standard LSTM architecture allows different neurons to track information at different time scales, it does not have an explicit bias towards modeling a hierarchy of constituents.",abstract,"Our novel recurrent architecture, ordered neurons LSTM (ON-LSTM), achieves good performance on four different tasks: language modeling, unsupervised parsing, targeted syntactic evaluation, and logical inference. ",abstract,
