doccano_art_id,sentence_id,text,label
5,120,"Frankly, the performance mainly benefits from the higher recall (78.8%).",POS
5,121,But in fact the relatively comparable precision (75.3%) to the recall reinforces the advantages.,POS
5,122,"By contrast, although most of the compared models achieve much higher precision over SELF, they suffer greatly from the substantial gaps between precision and recall.",POS
5,123,The advantage is offset by the greater loss of recall.,POS
5,124,GAN plays an important role in optimizing Bi-RNN.,POS
5,125,This is proven by the fact that SELF (Bi-LSTM+GAN) outperforms Nguyen et al (2016)'s Bi-RNN.,POS
5,130,Table 2 shows the performance of multi-class classification.,NC
5,131,"SELF achieves nearly the same F-score as Feng et al (2016)'s Hybrid, and outperforms the others.",POS
5,132,"More importantly, SELF is the only one which obtains a performance higher than 70% for both precision and recall.",POS
5,133,"Besides, by analyzing the experimental results, we have identified the following regularities: • Similar to the pattern classifiers that are based on hand-designed features, the CNN models enable higher precision to be obtained.",POS
5,134,However the recall is lower.,POS
5,135,• The RNN models contribute to achieving a higher recall.,POS
5,136,However the precision is lower.,POS
5,137,• Expansion of the training data set helps to increase the precision.,POS
5,138,"Let us turn to the structurally more complicated models, SELF and Hybrid.",NC
5,141,"So that it outperforms other RNNs, with improvements of no less than 4.5% precision and 1.7% recall.",POS
5,142,Hybrid is elaborately established by assembling a RNN with a CNN.,NC
5,143,It models an event from two perspectives: language generation and pragmatics.,NC
5,144,"The former is deeply learned by using the continuous states hidden in the recurrent units, while the later the convolutional features.",NC
5,145,Multi-angled cognition enables Hybrid to be more precise.,NC
5,148,"Therefore, Hybrid is localized to much higher precision but substantially lower recall.",POS
5,149,Overfitting results in enlargement of the gap between precision and recall when the task changes to be more difficult.,NC
5,152,"In particular, SELF yields a minimum gap in each task, which changes negligibly from 3.5% to 3.4%.",POS
5,153,"It may be added that, similar to DM-CNN and FB-RNN, SELF is cost-effective.",POS
5,154,"Compared to other models (Table 3), it either uses less training data, or is only required to learn two kinds of embeddings, such as that of words and entity types.",POS
5,155,Domain adaptation is a key criteria for evaluating the utility of a model in practical application.,NC
5,156,"A model can be thought of being adaptable only if it works well for the unlabeled data in the target domain when trained on the source domain (Blitzer et al., 2006;Plank and Moschitti, 2013).",NC
5,157,"We perform two groups of domain adaptation experiments, respectively, using the ACE 2005 corpus and the corpus for TAC-KBP 2015 event nugget track (Ellis et al., 2015).",FACT
5,158,"The ACE corpus consists of 6 domains: broad-cast conversation (bc), broadcast news (bn), telephone conversation (cts), newswire (nw), usenet (un) and web blogs (wl).",NC
5,159,"Following the common practice of adaptation research on this data (Nguyen and Grishman, 2014Grishman, , 2015;;Plank and Moschitti, 2013), we take the union of bn and nw as the source domain and bc, cts and wl as three different target domains.",NC
5,160,We randomly select half of the instances from bc to constitute the development set.,NC
5,161,The TAC-KBP corpus consists of 2 domains: newswire (NW) and discussion forum (DF).,NC
5,162,"We follow Peng et al (2016) to use one of NW and DF in alternation as the source domain, while the other the target domain.",NC
5,163,We randomly select a proportion (20%) of the instances from the target domain to constitute the development set.,NC
5,164,"We compare with Joint, CNN, MSEP-EMD, SSED (Sammons et al., 2015) and Hybrid.",NC
5,165,All the models except Hybrid have been reported for the performance assessment of domain adaptation.,NC
5,166,"In this section, we only cite the best performance they obtained.",NC
5,167,We reproduce Hybrid by using the source code given by authors.,NC
5,168,"To ensure a fair comparison, we perform 3 runs, in each of which, both Hybrid and SELF were redeveloped on a new development set.",NC
5,169,What we report herein is the average performance they obtained over the 3 runs.,NC
5,170,We show the adaptation performance on the ACE corpus in Tables 4 and that on TAC-KBP in Table 5.,NC
5,171,It can be observed that SELF outperforms other models in the out-of-domain scenarios.,POS
5,172,"Besides, when testing is performed on the outof-domain ACE corpus, the performance degradation of SELF is not much larger than that of CNN and Hybrid.",POS
5,173,"When the out-of-domain TAC-KBP corpus is used, the performance of SELF is impaired much less severely than SSED and Hybrid.",POS
5,174,"More importantly, the adaptability of SELF is relatively close to that of MSEP-EMD.",POS
5,175,"Considering that MSEP-EMD is stable due to using minimal supervision (Peng et al., 2016), we suggest the fully trained networks in SELF may not appear to be extremely inflexible, but on the contrary, they should be transferable for use (Ge et al., 2016).",POS
5,196,"SELF is able to accurately recall the events whose occurrence is triggered by ambiguous words, such as ""fine"", ""charge"", ""campaign"", etc.",POS
5,197,These ambiguous words easily causes confusion.,NC
5,198,"For example, ""campaign"" may trigger an Elect event or Attack in the ACE corpus.",NC
5,199,"More importantly, SELF fishes out the common words which serve as a trigger, although they are not closely related to any kind of events, such as ""take"", ""try"", ""acquire"", ""become"", ""create"", etc.",POS
5,200,"In general, it is very difficult to accurately recall such triggers because their meanings are not concrete enough, and the contexts may be full of kinds of noises (see example 2 in pg.",NC
5,201,We observe that Bi-RNN and Hybrid seldom pick them up.,POS
5,205,Some real examples collected from ACE are shown in Table 7.,NC
5,226,"Therefore, in the future, we will encode the global information by neural networks and use the self-regulation strategy to reduce the negative influence of noises.",PROSP
6,0,  Recurrent neural networks (RNNs) serve as a fundamental building block for many sequence tasks across natural language processing.,NC
6,1,Recent research has focused on recurrent dropout techniques or custom RNN cells in order to improve performance.,NC
6,2,Both of these can require substantial modifications to the machine learning model or to the underlying RNN configurations.,NC
6,4,Both of these techniques require minimal modification to existing RNN architectures and result in performance improvements comparable or superior to more complicated regularization techniques or custom cell architectures.,POS
6,6,The need for effective regularization methods for RNNs has seen extensive focus in recent years.,NC
6,7,"While application of dropout (Srivastava et al., 2014) to the input and output of an RNN has been shown to be effective (Zaremba et al., 2014), dropout is destructive when naively applied to the recurrent connections of an RNN.",NC
6,8,"When naive dropout is applied to the recurrent connections, it is almost impossible to retain information over long periods of time.",NC
6,9,"Given this fundamental issue, substantial work has gone into understanding and improving dropout when applied to recurrent connections.",NC
6,10,"Of these techniques, which we shall broadly refer to as recurrent dropout, some specific variations have gained popular usage.",NC
6,11,"Part of 34 th International Conference on Machine Learning's Workshop on Learning to Generate Natural Language, Sydney, Australia, 2017.",NC
6,12,Copyright 2017 by the author(s).,NC
6,13,"Variational RNNs (Gal & Ghahramani, 2016) drop the same network units at each timestep, as opposed to dropping different network units at each timestep.",NC
6,14,"By performing dropout on the same units at each timestep, destructive loss of the RNN hidden state is avoided and the same information is masked at each timestep.",NC
6,15,"Rather than dropping units, another tactic is to drop updates to given network units.",NC
6,16,Semeniuta et al.,NC
6,17,"(2016) perform dropout on the input gate of the LSTM (Hochreiter & Schmidhuber, 1997) but allow the forget gate to discard portions of the existing hidden state.",NC
6,18,"Zoneout (Krueger et al., 2016) prevents hidden state updates from occurring by setting a randomly selected subset of network unit activations in h t+1 to be equal to the previous activations from h t .",NC
6,19,Both of these act to prevent updates to the hidden state while preserving existing content.,NC
6,20,"On an extreme end, work has also been done to restrict the recurrent matrices in an RNN in order to limit their computational capacity.",NC
6,21,"Some RNN architectures only allow element-wise interactions (Balduzzi & Ghifary, 2016;Bradbury et al., 2016;Seo et al., 2016), removing the recurrent matrix entirely, while others act to restrict the capacity by parameterizing the recurrent matrix (Arjovsky et al., 2016;Wisdom et al., 2016;Jing et al., 2016).",NC
6,22,"Other forms of regularization explicitly act upon activations such as such as batch normalization (Ioffe & Szegedy, 2015), recurrent batch normalization (Cooijmans et al., 2016), and layer normalization (Ba et al., 2016).",NC
6,23,These all introduce additional training parameters and can complicate the training process while increasing the sensitivity of the model.,NC
6,24,"Norm stabilization (Krueger & Memisevic, 2015) penalizes the model when the norm of an RNN's hidden state changes substantially between timesteps, achieving strong results in character language modeling on and phoneme recognition.",NC
6,29,"L 2 activation regularization (AR) While L 2 regularization is traditionally used on the weights of machine learning models (L 2 weight decay), it could also be used on the activations.",NC
6,30,"We define AR as α L 2 (m ⊙ h t ) where m is the dropout mask used by later parts of the model, L 2 (•) = • 2 (L 2 norm), h t is the output of the RNN at timestep t, and α is a scaling coefficient.",NC
6,31,"When applied to the output of a dense layer, AR penalizes activations that are substantially away from 0, encouraging the activations to remain small.",NC
6,32,"While acting implicitly rather than explicitly, this has similarities to the various batch or layer normalization techniques.",NC
6,33,The L 2 penalty on the RNN activations can be applied to h t or to m ⊙ h t (the dropped output used in the rest of the model).,NC
6,34,"In our experiments, we found that applying AR to m ⊙ h t was more effective than applying it to neurons not updated during the current optimization step.",POS
6,35,Adding a prior that minimizes differences between states has been explored in the past.,NC
6,36,"This broad concept falls under the broad concept of slowness regularization (Hinton, 1989;Földiák, 1991;Luciw & Schmidhuber, 2012;Jonschkowski & Brock, 2015;Wen et al., 2015) which attempts to minimize L(f (x t ), f (x t+1 )) where L is a loss function describing the distance between f (x t ) and f (x t+1 ) and f is an arbitrary mapping function.",NC
6,37,"Temporal activation regularization (TAR) is a direct descendant of this slowness regularization, minimizing β L 2 (h t -h t+1 ) where L 2 (•) = • 2 (L 2 norm), h t is the output of the RNN at timestep t, and β is a scaling coefficient.",NC
6,38,"TAR penalizes any large changes in hidden state between timesteps, encouraging the model to keep the output as consistent as possible.",NC
6,39,"For the LSTM, the hidden state which is regularized is only h t , not the long term memory c t , though this could optionally be regularized in a similar manner.",NC
6,57,"While both result in a substantial reduction in perplexity, AR results in the strongest improvement of 5.3, while TAR only achieves 4.3.",POS
6,58,The drops achieved by this are equivalent to using an LSTM model with twice as many parameters -a substantial improvement given the simplicity of AR and TAR.,POS
6,59,"Evaluating AR and TAR jointly on PTB: When both AR and TAR are used together, we found the best result was achieved by decreasing α and β, likely as the model was over-regularized otherwise.",POS
6,60,In Table 3 we present PTB results for three different model sizes comparing models without AR/TAR to those which use both.,NC
6,61,"The model sizes h ∈ [650, 950, 1500] were chosen to be comparable in size to other published results.",NC
6,62,"With both AR and TAR, the smallest model has an improvement of 6.2 over the baseline model.",POS
6,63,"The improvements continue for the two larger size models, h = 950 and h = 1500, though the gains fall off as the model size is increased.",POS
6,64,Comparing to state-of-the-art PTB: In Table 5 we summarize the current state of the art models in language modeling over the Penn Treebank.,NC
6,67,"This would likely result in the RHN being slower than the larger LSTM model during both training and prediction, especially when factoring in optimized LSTM implementations such as NVIDIA's cuDNN LSTM.",POS
6,68,"We also compare to the Neural Architecture Search (NAS) cell (Zoph & Le, 2016).",NC
6,69,"While Zoph & Le (2016) do not report any of the hyperparameters or what type of dropout they used for their Penn Treebank result, they do note that they performed an extensive hyperparameter search over learning rate, weight initialization, dropout rates, and decay epoch in order to produce their best performing model.",NC
6,71,"Our largest LSTM results are 3 perplexity higher in comparison but have not undergone extensive hyperparameter search, do not use additional regularization techniques such as recurrent or embedding dropout, and do not use a custom RNN cell.",POS
6,88,"In this work, we revisit L 2 regularization in the form of activation regularization (AR) and temporal activation regularization (TAR).",FACT
6,89,"While simple to implement, activity regularization and temporal activity regularization are com-",NC
6,90,"For generating text samples, words were sampled using the standard generation script contained in the PyTorch word level language modeling example.",NC
6,91,WikiText-2 was used given the larger vocabulary and more realistic looking text.,NC
6,92,Neither the eos token nor the unk were allowed to be selected.,NC
6,93,"Each paragraph is a separate sample of text with the tokens following Moses (Koehn et al., 2007), joining words with @-@ and dot-decimal split to a @.",NC
6,94,"Something Borrowed "" is the second episode of the fourth season of the American comedy television series The X @-@ Files .",NC
6,95,The episode was written by David McCarthy and directed by Mark Sacks .,NC
6,96,"It aired in the United States on November 30 , 2011 , as a two @-@ episode episode, watched by 4 @.",NC
6,97,@ 9 million viewers and was the highest rated show on the Fox network .,NC
6,98,"The work of Olivier 's , a large 1950s table with the center of a vinyl beam , was used for bony motifs from the upper @-@ production model via the Club van X .",NC
6,99,"The modified works were released in the museum , which gave its namesake to the visual designers in Hong Kong .",NC
6,100,"The first prototype was released for the PlayStation 4 , containing the 2 @.",NC
6,101,"@ 5 part series , with 3 @.",NC
6,102,@ 5 million copies sold .,NC
6,103,"In October 2010 , Activision announced that both the game and the main gameplay was "" downloadable "" .",NC
6,104,"The first game , titled Snow : The Game of the Battlefield 2 : The Ultimate Warrior , was the third anime game , and was released in August 2016 .",NC
6,105,"The German Land Forces had been reversed in the early 1990s , although the Soviet Union continued to deter NDH forces in the nation .",NC
6,106,"The area was moved to Sarajevo , and the troops were despatched to the National Register of Historic Places in the summer of 1918 for the establishment of full political and social parties .",NC
6,107,"The Polish language was protected by the Soviet Union , which was the first Polish continental conflict of the newly formed Union in North America , and the Polish Front with the last of the Polish Communist Party .",NC
7,0,"  Unsupervised models of dependency parsing typically require large amounts of clean, unlabeled data plus gold-standard part-of-speech tags.",NC
7,1,Adding indirect supervision (e.g.,POS
7,2,"language universals and rules) can help, but we show that obtaining small amounts of direct supervision - here, partial dependency annotations - provides a strong balance between zero and full supervision.",POS
7,3,We adapt the unsupervised ConvexMST dependency parser to learn from partial dependencies expressed in the Graph Fragment Language.,FACT
7,4,"With less than 24 hours of total annotation, we obtain 7% and 17% absolute improvement in unlabeled dependency scores for English and Spanish, respectively, compared to the same parser using only universal grammar constraints.",POS
7,6,"The performance of unsupervised parsers has increased dramatically in recent years (Klein and Manning, 2004;Naseem et al., 2010), making them a potentially viable option for constructing labeled corpora on limited budgets.",NC
7,7,"However, their performance is often outmatched by small amounts of labeled data (Blunsom and Cohn, 2010;Spitkovsky et al., 2012).",NC
7,8,"Further, recent work using linguistically-informed error analysis on unsupervised Combinatory Categorial Grammar parsing shows that entire syntactic phenomena are outside the scope of existing unsupervised parsers (Bisk and Hockenmaier, 2015).",NC
7,9,"Accordingly, most recent work in this area has focused on methods of providing sources of indirect annotation, whether via linguistic world-knowledge (Naseem et al., 2010;Grave and Elhadad, 2015), partial annotations (Flannery et al., 2011;Mielens et al., 2015) or crosslingual information transfer (Naseem et al., 2012).",NC
7,10,"With unsupervised parsing, data collection is not entirely eliminated: a large amount of clean, relevant data is needed.",NC
7,11,"Also, evaluations of unsupervised techniques typically rely on gold part-ofspeech tags.",NC
7,12,"Obtaining clean data for many languages is actually a difficult process-complicated by issues such as language identification, digitization, and varying or absent orthographies.",NC
7,13,This challenge also exists in many domain adaptation scenarios.,NC
7,14,"We explore the effectiveness of creating small amounts of labeled data using the Graph Fragment Language (GFL), an annotation scheme designed for speed and ease (Schneider et al., 2013;Mordowanec et al., 2014).",FACT
7,15,"We create 270 English and 2297 Spanish partial sentence annotations using GFL, using a mix of expert and non-expert annotators.",FACT
7,16,We then adapt the minimum spanning tree based parsing technique of Grave & Elhadad (2015) to use these partial annotations in addition to universal dependency rules it already exploits.,FACT
7,17,Throughout this work we will refer to this parser as ConvexMST.,NC
7,18,1  We present parsing results with and without gold part-of-speech tags.,NC
7,19,"When using predicted POS tags, our experiments show that exploiting cheap, incomplete direct supervision in addition to language universals provides large absolute performance im- provements for both English and Spanish: 6.3% for the former and 17.3% for the latter.",POS
7,20,"Furthermore, the ConvexMST parser dramatically outperforms the Gibbs sampler parser of Mielens et al.",POS
7,21,(2015) using the supervision (English: +5.2%; Spanish: +14.4%).,POS
7,22,"We also show that the extra supervision provided by gold POS tags heavily influences results; in particular, it inflates performance when only using language universals.",POS
7,23,Experiments that rely on gold POS tags alone are thus not reliable indicators of performance in true low-resource settings.,POS
7,24,"We use the Graph Fragment Language (GFL) (Schneider et al., 2013) to allow for light-weight, simple annotations that our annotators can easily learn and use confidently.",NC
7,25,The choice of annotation scheme is particularly important: we seek to optimize annotation speed rather than full-specification or high accuracy.,NC
7,26,"In previous studies, the use of GFL has allowed for annotation rates of 2-3 times that of traditional dependency annotations while still maintaining a useful level of annotation density (Mordowanec et al., 2014;Mielens et al., 2015).",NC
7,27,Hwa (1999) demonstrated that it is most effective to provide high-level sentence constituents to a parser and allow it to fill in the low-level information itself.,NC
7,28,The GFL annotation in Figure 1 shows two distinct notations.,NC
7,29,Constituent brackets are specified by parentheses and direct dependencies by angle brackets.,NC
7,30,Many words and phrases are underspecified.,NC
7,33,A partial annotation produces a set of dependency tree fragments.,NC
7,34,"Compared to an unlabeled sentence, this can substantially reduce the work a parser must do.",NC
7,35,"When working with partial dependencies, there are two paths that can be taken with regard to overall model-building.",NC
7,36,"In a 'Fill-then-Parse' setup, the partial dependencies are first filled-in to produce full dependencies that are then used to train a standard dependency parser.",NC
7,37,"In a 'Fill+Parse' setup, one model both fills in and parses new sentences.",NC
7,38,"We use a Fill+Parse setup, while previous work focused on Fill-then-Parse.",NC
7,39,"The major benefit of the former is that learning can be sensitive to the source of an arc in the training data-e.g., whether it came from an annotator or a universal rule.",NC
7,40,Fill-then-Parse obscures this distinction and not knowing how trustworthy an arc is can lead to additional errors.,NC
7,42,Many factors influence the cost of creating a corpus.,NC
7,43,Our goal is to minimize cost relative to the performance of a parser trained with the corpus.,NC
7,47,"Consider that for any sentence there are both 'low-hanging fruit' dependencies such as determiner attachment, and more difficult dependencies such as preposition attachment and long-distance relations.",NC
7,48,"Harder dependencies take longer to annotate (and thus cost more), so it is worth considering cost metrics that incorporate completion percentage.",NC
7,49,"In the absence of timing/expense data, we can simulate this intuition with a variable cost model for which each an additional dependency annotated in a sentence is more expensive than the previous one.",NC
7,50,Figure 2 demonstrates the impact of completion cost.,NC
7,51,"Parsing accuracies (for our parser introduced in  We simulated the construction of various corpora by deriving partial dependencies from gold standard annotations), and show the cost curves for different sentence completion rates.",NC
7,52,"100% completion produces the best performance with equal costs, but under the more realistic variable cost model, 30% and 50% completion win.",POS
7,53,We show later that this pattern holds under actual timed annotation.,POS
7,54,Garrette (2015) demonstrated the benefit of partial annotations for CCG parsing.,NC
7,55,"They focused on the number of (partial) bracket annotations (as a proxy for annotation time), holding this fixed while varying the number of sentences.",NC
7,56,"Strikingly, they found that having 40% of brackets across the full dataset was better than full brackets for 80% of the corpus.",NC
7,57,"This result uses an equal cost-per-bracket assumption, so the difference would be even more favorable to partial annotations with a variable cost.",NC
7,58,"Without any direct annotations, we must rely on indirect supervision such as universal grammar rules, cross-lingual information transfer, and domain adaptation.",NC
7,59,"Following Grave & Elhadad (2015), we use the universal grammar rules in Table 1.",NC
7,60,Indirect supervision via these rules is achieved by biasing produced trees to conform to the rules.,NC
7,61,"This is the Verb → Verb Noun → Noun Verb → Noun Noun → Adj Verb → Pron Noun → Det Verb → Adv Noun → Num Verb → Adp Noun → Conj Adj → Adv Adp → Noun Table 1: Universal Grammar Rules only form of dependency supervision considered by Grave & Elhadad, though they do provide additional direct supervision via gold part-of-speech tags.",NC
7,83,Our goal is to minimize real-world costs associated with producing a finished parsing model.,NC
7,85,"We extract types from the corpus, rank them by frequency, and take the most frequent types to train the tagger.",NC
7,86,The cutoff on how many types to take is derived from the number of types the annotators in Garrette et al.,NC
7,87,(2013) were able to produce in two hours.,NC
7,88,The taggers all obtain around 80% accuracy.,POS
7,89,"This section provides a brief overview of the core parsing algorithm; for full details, see Grave & Elhadad (2015).",NC
7,90,"We begin by considering a binary vector y that encodes all of the dependencies in our corpus, such that y ijk = 1 if sentence i has an arc with dependent j and head k. This representation leads to the problem formulation in Equation 1, where Y is the convex hull of all the valid tree assignments for y, n is the number of possible dependency arcs in the corpus, u is a penalty vector that penalizes potential dependency arcs that are not in the set of universal dependency rules, and w is a weight vector learned during training min y∈Y min w 1 2n y -Xw 2 2 + λ 2 w 2 2 -µu T y (1) This problem can be solved using Algorithm 1 (Grave and Elhadad, 2015).",NC
7,114,We consider both simulated and actual partial annotations.,NC
7,116,"However, our Spanish annotators had only six hours each, and there was no inter-annotator communication or creation of annotation conventions, and no attempt to have them adopt the conventions in the gold-standard AnCora dependencies we evaluate against.",NEG
7,117,"Because of this, we include simulation results to eliminate this source of divergence to better measure the effectiveness of different methods for filling in missing arcs in a partial annotation.",NC
7,118,It of course also allows us to measure this for all the languages in the Universal Dependencies treebanks.,NC
7,119,"We consider three different supervision settings for ConvexMST: • UG uses just the universal grammar based features, which is equivalent to the method used by Grave & Elhadad (2015).",NC
7,120,• GFL uses just the human specified features.,NC
7,121,• GFL+UG uses both.,NC
7,122,"Table 5: Directed dependency accuracy on English and Spanish universal treebanks using annotator provided GFL annotations, 10 or fewer words.",NC
7,123,"These three methods correspond with ξ = 0, µ = 0, and ξµ = 0 in Equation 2.",NC
7,124,The training sets correspond with the 'Partial EN' and 'Partial ES' sets from Table 2.,NC
7,125,"The set of sentences annotated with GFL is used as the training set for the GFL, UG, and GFL+UG methods.",NC
7,126,Simulated partial dependencies are produced by removing dependencies via a stochastic process that approximates how we instructed human annotators to focus their efforts.,NC
7,127,"Arcs are removed top-down, with arcs lower in the tree being more likely to be deleted.",NC
7,128,This results in trees with more high-level structures and less lower-level information.,NC
7,129,Figure 4 demonstrates the stability of our parser under varying levels of such gold tree degradation.,POS
7,130,"Missing arcs were recovered using our parse imputation scheme (using GFL+UG features), and the resulting parser was applied to the evaluation sentences.",NC
7,131,"Accuracy decreases slightly to around 60% removal, and then degrades more rapidly after that.",POS
7,132,Table 4 provides numeric data for the simulations.,NC
7,133,Table 5 gives semi-supervised parsing results on the English and Spanish treebanks for sentences with 10 or fewer words.,NC
7,135,We compare against a right-branching baseline and the Gibbs parser of Mielens et al.,NC
7,139,ConvexMST-GFL easily beats both these approaches: it exploits partial annotations much more effectively than the Gibbs parser and learns effectively without language universals.,POS
7,140,The difference is especially marked for predicted POS tags: ConvexMST-GFL beats ConvexMST-UG by 4.3% for English and 17.1% for Spanish.,POS
7,141,(Recall that there were 8 hours of annotation for English and 72 hours for Spanish.),NC
7,142,The best method of all uses both partial annotations and language universals: ConvexMST-UG+GFL improves on ConvexMST-GFL for both languages and POS conditions.,POS
7,143,"The impact of the combination is greater for English, which has less GFL annotation.",POS
7,144,"Overall, these results show that this combination is robust to varying amounts of partial annotations: the UG constraints are strong on their own and provide a strong basis without annotations, they contribute when there are not many annotations available, and eventually become less essential (but remain unharmful) as more are provided.",POS
7,145,It is important to recall that the GFL annotations have no specific conformity to the gold standards of either original corpus.,NC
7,147,"The former defeats the spirit of our exercise, and we did not have sufficient budget for the latter.",NEG
7,148,"For Spanish, we also considered the performance of individual annotators alongside the full training set.",NC
7,149,The learning curves for individual annotators are shown in Figure 5.,NC
7,150,"There is substantial variation in the curves for the individual annotators; however, the curve based on the union of all annotations at each time step is smooth and is better than any individual past the three hour mark.",POS
7,151,"One way to consider this is in terms of building an accurate parser quickly with multiple, diverse annotators, where wall clock time matters.",NC
7,152,Another way is to consider robustness with respect to possibly bad annotators.,NC
7,153,The next obvious steps would be to use active learning and to detect disagreement in annotators to either drop some or intervene improve their quality.,PROSP
7,155,"Comparison to Full Annotation To this point, all performance comparisons have been between different parse feature sets; we have demonstrated that the GFL features are complimentary to the UG features, and that when standing alone the GFL features are stronger than the UG features.",POS
7,156,The question of whether it might be more effective to simply have annotators produce full annotations is not addressed by these comparisons.,NEG
7,157,"To answer this question, we had our most experienced annotator fully annotate the same section that the other annotators did partially.",NC
7,158,Producing these full annotations required roughly 13 hours of time from the single expert annotator.,NC
7,159,"In comparison, the other annotators were able to partially annotate the same section in roughly two hours each -a total of 24 hours.",NC
7,161,These different training sets were once again used to train ConvexMST models that were evaluated on a held out test set.,NC
7,162,"Table 6 contains the results of this experiment, demonstrating that the group of inexperienced annotators producing partial annotations was able to achieve similar performance levels to the single annotator producing full annotations.",POS
7,163,It should be noted that this comparison does not weight the results using the extrinsic costs associated with the production of the training data.,NEG
7,166,We also evaluated ConvexMST with longer sentences: those with 20 words or less.,NC
7,168,"When using all the annotations on the common set for all annotators, the scores for ConvexMST with UG, GFL, and GFL+UG are 47.6%, 54.4%, and 55.3%, respectively.",POS
7,169,"The values are worse than for shorter sentences, as expected, but the pattern observed in Table 5 still holds: GFL annotations best UG alone, and their combination is the best of all.",POS
7,171,"Assuming the availability of gold-standard POS tags is antithetical to this idea, and is one way in which direct supervision can show up in otherwise unsupervised (or indirectly supervised) systems.",NC
7,172,"Many tagger errors are not likely to cause major problems during parsing; for instance mislabeling pronouns as nouns, or adverbs as adjectives, is unlikely to lead to major structural issues.",POS
7,174,"Here, the phrase 'beating politically' (gold tags 'NOUN ADV') is mistagged as 'ADJ VERB', leading to the attachment of 'politically' to the root word and the reorganization of a substantial chunk of the sentence.",NC
7,177,"This result is not entirely unexpected given the relative performances of the constraints on their own, but it provides more evidence that direct supervision even in small amounts can beat indirect supervision.",POS
7,178,We have shown that human-sourced partial annotations can be exploited to learn effective dependency parsers in short period of time.,POS
7,179,"The ConvexMST method we adapt from Grave and Elhadad easily combines constraints from both language universals and partial annotations, providing greater robustness from starting annotation until one runs out of budget or time.",POS
7,182,"We believe that overreliance on creeping supervision of this type may lead to an inaccurate picture of the cross-lingual and low-resource applicability of various models, and are encouraged by recent work on character-based models by Gillick et al.",POS
7,183,"(2015) and Ballesteros et al (2015), among others.",POS
7,184,"Their work shows viable models can be produced without relying on having annotations a priori, but rather learning representations on the fly that need not conform to any one set of standards.",NC
8,0,"  In this paper, we explore the use of convolutional networks (ConvNets) for the purpose of cognate identification.",FACT
8,1,We compare our architecture with binary classifiers based on string similarity measures on different language families.,FACT
8,2,Our experiments show that convolutional networks achieve competitive results across concepts and across language families at the task of cognate identification.,POS
8,3,Cognates are words that are known to have descended from a common ancestral language.,NC
8,4,"In historical linguistics, identification of cognates is an important step for positing relationships between languages.",NC
8,5,"Historical linguists apply the comparative method (Trask, 1996) for positing relationships between languages.",NC
8,6,"In NLP, automatic identification of cognates is associated with the task of determining if two words are descended from a common ancestor or not.",NC
8,7,There are at least two ways to achieve automatic identification of cognates.,NC
8,8,"One way is to modify a well-known string alignment technique such as Longest Common Subsequence or Needleman-Wunsch algorithm (Needleman and Wunsch, 1970) to weigh the alignments differentially (Kondrak, 2001;List, 2012).",NC
8,9,The weights are determined through the linguistic knowledge of the sound changes that occurred in the language family.,NC
8,10,The second approach employs a machine learning perspective that is widely employed in NLP.,NC
8,11,The cognate identification is achieved by training a linear classifier or a sequence labeler on a set of labeled positive and negative examples; and then employ the trained classifier to classify new word pairs.,NC
8,12,"The features for a classifier consist of word similarity measures based on number of shared bigrams, edit distance, and longest common subsequence (Hauer and Kondrak, 2011;Inkpen et al., 2005).",NC
8,13,The above procedures provide an estimate of the similarity between a pair of words and cannot directly be used to infer a phylogeny based on models of trait evolution.,NC
8,14,The pairwise judgments have to be converted into multiple cognate judgments so that the multiple judgments can be supplied to a automatic tree building program for inferring a phylogeny for the languages under study.,NC
8,15,"It has to be noted that the Indo-European dating studies (Bouckaert et al., 2012;Chang et al., 2015) employ human expert cognacy judgments for inferring phylogeny and dates of a very well-studied language family.",NC
8,16,"Hence, there is a need for developing automated cognate identification methods that can be applied to under-studied languages of the world.",NC
8,39,This article is the first to apply convolutional networks (ConvNets) to phonemes by treating each phoneme as a vector of binary valued phonetic features.,FACT
8,42,The cognacy statements can be obtained from etymological dictionaries and the quality of the phonemes can be obtained from Ladefoged and Maddieson (1998).,NC
8,43,Collobert et al.,NC
8,44,"(2011) proposed ConvNets for NLP tasks in 2011 and were since applied for sentence classification (Kim, 2014;Johnson and Zhang, 2015;Kalchbrenner et al., 2014;Zhang et al., 2015), part-of-speech tagging (Santos and Zadrozny, 2014), and information retrieval (Shen et al., 2014).",NC
8,45,Kim (2014) applied convolutional networks to pre-trained word embeddings in a sentence for the task of sentence classification.,NC
8,46,Johnson and Zhang (2015) train their convolutional network from scratch by using a one-hot vector for each word.,NC
8,47,The authors show that their convolutional network performs better than a SVM classifier trained on bag-of-words features.,NC
8,48,Santos and Zadrozny (2014) use character embeddings to train their POS-tagger.,NC
8,49,"The authors find that the POS-tagger performs better than the accuracies reported in (Manning, 2011).",NC
8,50,"In a recent work, Zhang et al.",NC
8,51,(2015) treat documents as a sequence of characters and transform each document into a sequence of one-hot character vectors.,NC
8,52,The authors designed and trained two 9-layer convolutional networks for the purpose of sentiment classification.,NC
8,53,The authors report competitive or state-of-the art performance on a wide range of benchmark sentiment classification datasets.,NC
8,54,Chopra et al.,NC
8,55,( 2005) extended the traditional Con-vNets to classify if two images belong to the same person.,NC
